# x_i[kpc] y_i[kpc] z_i[kpc] vx_i[km/s] vy_i[km/s] vz_i[km/s] x_f[kpc] y_f[kpc] z_f[kpc] vx_f[km/s] vy_f[km/s] vz_f[km/s]
61.350614 -36.587052 -0.893973 14688.901661 42340.087407 -1440.591485 -60.846746 -2.221759 0.127063 -8088.325217 -51818.453373 2432.365806
77.695173 -25.589911 -0.538253 10702.238083 50773.438843 1028.166479 59.863642 -69.036226 -0.588429 29135.771409 36872.075545 -876.036064
-31.187346 3.711878 -1.170452 -1514.727592 -51497.322031 4486.011635 31.576848 -14.018692 -1.241752 14506.956656 44599.724704 -4037.649290
-0.958145 33.838328 -3.625091 -47488.292609 -2909.993841 -2502.177893 -26.957921 18.181007 -1.705245 -27191.096271 -41373.780399 -11204.578970
-12.189999 -165.291153 -3.334772 51477.057197 -7228.932980 -1638.080876 157.089765 93.562372 5.180689 -14328.593120 46191.460525 395.252279
4.728059 -39.965977 2.565251 50681.391178 14065.417747 6361.046826 34.943899 28.385994 3.754514 -35430.779577 31086.842985 -1617.354328
50.414957 3.471142 -0.969397 -11771.736845 48529.424482 -5007.686697 -30.809395 44.480604 -2.149351 -41797.470387 -20392.919223 -2463.824791
-12.229750 -14.554505 -0.365707 43831.152533 -22376.715968 -2154.933508 21.124477 -9.749126 0.010782 9019.319730 38991.351330 -3021.711591
105.647060 72.314158 -1.350776 -22724.673928 46477.611731 691.225847 -130.994713 134.218527 -1.797130 -25903.755122 -23487.778974 -584.094505
-1.080273 9.868382 -1.549867 -55430.636450 -7400.364987 5679.243334 -7.722618 6.311884 0.349729 -39209.450198 -39820.644002 -12716.240637
58.307371 -110.623588 -1.974596 45630.586937 29193.789320 8425.281526 103.378394 -71.604072 -12.995670 36178.929298 40235.425748 3041.707074
25.952377 12.085748 -1.757945 -21219.205718 41563.680064 -3175.395260 -8.054909 27.753037 -0.061013 -44396.929201 -12784.331568 -8589.574005
16.043551 46.508372 -2.829932 -44271.757496 5537.111749 2645.594307 39.078558 18.367297 -1.172315 -32122.286468 39864.386014 7308.814560
146.210509 18.233413 -1.374807 -12892.062738 46786.298403 374.765745 115.953727 79.713659 1.140280 -30309.728962 40185.128246 562.224571
9.335797 23.466242 -1.560288 -41938.363745 19171.134565 -574.637568 -22.836805 7.552155 0.895689 -16015.000088 -45635.360537 6471.590610
-11.433202 -7.973479 0.072511 25698.019273 -34751.403037 936.270622 11.425977 11.225218 -0.002872 -28384.760714 24820.396436 -1046.564775
-93.066010 70.421293 -0.579421 -24479.233362 -41228.962578 1654.587891 -96.498275 -100.311594 0.167279 27917.989105 -28605.447080 1492.655167
25.219100 -4.485429 2.367254 11387.557059 54224.937650 840.577215 -0.875638 -33.520050 -2.293425 42113.845738 -7907.380631 4761.028447
0.320695 -34.684238 -1.132282 51266.919739 1645.963723 3772.282234 29.217612 -23.066826 1.459446 31386.570781 36097.863216 -1846.901718
-12.354048 -28.283476 -2.182430 42862.965545 -13893.596925 -5160.786616 18.122663 20.332582 -0.985162 -34932.525495 37173.751853 9955.961479
-13.572939 7.665059 -2.429241 -17623.232699 -47811.840510 6267.650505 -2.928147 -15.090587 -0.217494 51240.816694 -3680.253186 -16569.142545
-36.185722 55.181976 2.733152 -44603.434833 -15575.793649 -4557.007148 52.032304 11.244852 -3.613113 -9660.212787 56047.860950 172.085054
-27.877935 72.993502 1.513659 -43856.635705 -12765.109664 959.850851 16.653324 -74.828379 -1.587045 46236.712333 5842.444397 -504.844343
25.420755 10.644400 1.668711 -20618.755376 39818.839544 -705.485611 -22.390029 15.981839 0.115533 -22865.568107 -38689.787089 7863.445572
-7.187383 7.276642 2.467549 -37956.895778 -30129.441827 5558.317390 11.756149 10.628022 1.579886 -31434.063519 13496.652726 13377.305053
29.021940 -10.635376 2.298760 2673.920429 42679.801728 3762.839233 28.108271 -15.350427 2.585765 27458.603255 30083.227527 -921.927877
1.439806 3.093353 0.515277 -47100.211420 18111.442145 7656.354501 -7.559718 10.747591 0.192508 -9763.391393 -8841.811267 -8084.545509
25.406061 133.368053 1.410139 -48593.535314 388.430407 -5984.044457 -120.772996 -121.997520 9.359537 22136.628425 -31381.849007 3708.505635
-9.718951 44.371988 1.026697 -34859.150678 -17466.631795 -2205.304648 -8.334360 -28.904484 -0.027517 50301.491306 -31506.739475 -4621.677211
22.233829 -0.715008 0.182610 -2250.918189 50233.881208 -693.889867 18.186215 -12.950265 -0.213652 25531.507734 43144.894820 -205.292741
-106.279768 -56.383384 4.667993 25244.738497 -36692.727815 -523.114505 122.653529 25.172121 2.637484 -12501.245573 40833.684832 -2690.448228
68.474859 -34.891181 5.504026 19540.673685 42951.841267 1372.483811 42.952455 66.318344 -5.807629 -37881.912511 25857.724622 -262.336013
-1.300954 -8.009584 3.128559 48780.008591 -985.808276 -332.672014 12.376542 2.075856 3.264270 -25259.823342 27435.313730 -7516.976872
0.614601 32.229237 -6.370457 -50419.866794 12474.916352 -157.924241 31.428217 -18.176788 6.883213 32664.746078 33056.943509 526.859631
-49.278878 75.588811 -0.708900 -36758.202627 -32164.931138 -5762.888925 102.264953 20.111237 -5.134658 -3221.866304 42035.562565 -3070.900619
52.626056 46.069293 3.622491 -28392.409109 35975.616670 2151.735707 -65.377566 -19.014022 3.829133 16545.868556 -44153.823927 -510.128129
-87.562219 16.432363 0.857728 -9391.585003 -42143.090747 2544.958240 13.630735 87.586134 -1.565103 -42503.299334 8933.399803 1902.830358
38.920393 3.198277 -1.091147 -862.895723 42391.206049 3276.389302 27.067913 -22.676732 0.139350 37635.627995 29525.331985 5351.348006
-7.499684 99.052550 4.356736 -42301.648843 11419.916674 -2755.805970 63.673786 -35.404801 -4.232917 19233.190822 53766.130825 2995.761584
-60.346992 -14.990886 2.076977 4215.080352 -44674.212113 -1776.597877 -50.897716 1.921426 -0.166390 3312.948870 -54334.612895 5170.775272
9.342559 63.956462 0.753728 -38960.197076 8212.400810 4652.397448 9.665888 -42.789901 0.899845 56354.363759 16251.332996 5572.613651
-31.896267 1.481812 0.200237 -9818.818103 -49271.703547 -6064.750214 26.527547 22.042363 1.505962 -24591.229170 39358.491978 -327.224019
-31.303495 -16.395160 -4.814553 17187.258776 -44068.528551 -2530.272722 30.730942 -18.153769 -1.641794 28556.643037 37189.751887 13617.877274
-13.205501 -37.516295 0.585252 49124.973045 -14535.181567 5057.562624 32.159915 -22.345963 -1.590732 29925.379620 42482.075059 478.576493
-5.017321 -30.399707 -0.379054 44193.396743 -7731.006450 -782.465865 -27.338232 -12.585831 -0.251730 22706.340210 -40107.827796 -1492.930943
-54.789790 -18.997867 0.450528 16732.997653 -44160.735471 -1280.193454 47.589033 -32.306047 -0.703402 25055.414265 40513.689387 -242.664838
-82.606096 3.931408 -2.844455 -3639.140475 -52532.369355 -2956.323221 69.477034 84.007606 -4.721226 -31943.924108 24040.581202 -358.942994
-178.040908 145.314141 2.483379 -16747.500189 -45280.695691 7622.901893 89.922775 214.135670 -6.577249 -35452.533700 32292.294193 7067.355253
12.751659 27.942371 -2.932249 -44171.089460 17414.719546 -2317.862279 23.043416 -19.069020 1.353789 29436.835100 38838.858756 -10500.336196
31.322065 -45.072116 0.114921 39827.619599 28792.131438 -2967.778751 -41.988731 34.687982 -0.343435 -32007.637318 -37787.847781 -2871.324766
-31.042058 0.152675 -0.138081 -7343.978362 -46992.611654 2727.178141 -23.532805 19.025886 -0.330494 -24529.195443 -42204.020135 2438.623309
66.084110 -125.401430 -2.307457 44115.481810 18121.279024 -249.931152 133.881881 111.464892 2.621144 -24492.233545 29874.460096 395.068922
-43.258978 25.403670 2.487672 -32183.469451 -45493.580364 -4433.617259 31.323226 52.962619 0.373607 -34209.720308 31087.080604 6750.437167
33.442042 -42.682149 -3.854476 42131.159540 16663.606715 421.604907 7.101550 41.509082 1.979243 -53135.798493 21107.395455 -6891.377330
37.297765 -23.694177 -2.465964 32321.228605 39625.728775 -3224.144882 -43.855828 -4.806266 1.461756 11726.897333 -49877.371769 6187.707662
-9.369208 20.964804 -2.915624 -48923.019447 -20174.781658 1321.264898 7.890169 27.495279 -0.835889 -38892.197464 18419.307821 12652.526154
-20.607017 29.917575 -2.550604 -45411.901597 -15458.199027 2214.992404 -28.301237 5.207518 -2.371532 -9612.546774 -57492.321102 -282.882422
-78.290475 45.009185 4.834974 -20601.446852 -48999.499954 -4680.643172 -78.766618 102.604967 6.102017 -29957.251443 -21451.799156 -3371.610061
67.532994 22.528623 -3.278296 -13250.378441 54713.559644 1774.322429 18.614837 86.455022 3.918924 -41430.790948 22110.498843 2100.013133
-2.624132 99.531654 0.959399 -44225.017022 -4089.280579 -270.037018 94.061295 -10.530767 0.852692 8982.438920 45905.469432 -472.743095
7.532514 -17.214432 0.020130 49455.966162 25110.929273 3884.530175 23.273714 -8.659014 0.414134 2281.494565 43858.462196 -2829.777745
-77.018805 33.075898 0.009209 -11196.519309 -45148.963768 -4602.876754 73.266248 54.398617 2.423499 -28455.465600 31388.480365 -3326.542625
-48.751779 17.421799 1.494604 -21023.487868 -47157.425808 -5066.114227 56.666522 -16.447912 2.717491 13973.798667 42978.384743 -1997.107841
-68.770010 72.288717 -2.914271 -26765.488768 -43366.979040 -1823.171657 60.461339 73.751879 -3.154837 -32660.417376 41488.053191 1364.912545
71.460470 -41.776058 -2.185062 15487.067792 51719.390802 -3771.581130 -75.348794 38.656420 3.846151 -35401.926486 -39474.671493 2026.760071
-12.181541 -15.075574 6.223100 32290.929925 -34177.953812 3372.668708 15.755829 -17.575119 -5.206612 33228.516105 20255.952899 13551.881032
16.687105 -26.176862 -3.776576 40805.916050 19462.099641 -9591.381355 -32.160808 5.829075 -3.282593 -6545.682887 -42125.237837 11141.200610
32.325891 25.895389 1.279518 -23766.724469 39839.938334 -348.743194 33.815376 13.742975 0.756996 -26278.697652 45605.365441 -3567.655094
-1.104792 27.659188 -0.537097 -50735.728966 -5956.200038 522.509197 13.076058 -28.590582 -0.332491 41062.157752 18040.484472 -2096.899152
-5.352629 -7.917750 0.353386 29355.864306 -34160.371683 -2375.653935 7.362901 -6.044676 0.453932 18743.867785 41013.671298 1614.662579
19.290966 -27.058303 0.616021 34150.090124 24755.961967 -300.750461 3.335352 26.195057 -0.494698 -53469.257586 293.718571 -1281.331146
-5.981147 4.328296 3.253909 -28641.907006 -37479.963271 237.079225 -4.309642 13.500476 3.331820 -19666.371361 -19175.245069 -9293.681246
-77.931291 7.297872 0.147117 11590.759335 -54565.179612 1592.155456 68.846422 88.128571 -0.560025 -20840.757540 33859.142880 1082.597116
-10.162037 -13.120169 -1.645261 39225.981266 -26550.693246 1818.425889 15.768287 7.506100 -1.690873 -25538.693450 37592.202517 784.626869
7.716216 -31.308979 0.130426 48555.449503 14971.224908 1589.563085 3.918026 34.631076 0.282421 -46826.979714 3592.129025 1152.091126
-30.317602 -1.104314 -4.015357 8917.260341 -49318.222983 -3180.292525 -4.226084 33.266737 4.418428 -45247.970798 46.057789 1050.351341
21.574510 -39.516408 -2.477357 40791.263752 28511.678537 1910.226028 -30.633989 -35.968857 2.399529 38963.059027 -26950.228854 2574.553120
38.821659 29.496519 -2.009775 -34817.337427 37718.006202 1099.159428 -55.115956 -3.388286 -0.211636 2891.719167 -45022.676814 -4993.435577
-60.114777 55.075006 -0.021608 -39934.093998 -31132.151690 -1284.809739 -91.323998 -35.882016 0.195800 9352.838334 -40901.342688 1107.621631
-13.218480 -37.481380 -0.887478 50603.800375 -452.936016 -2324.295134 40.375567 24.280924 0.009031 -12466.415607 39627.711059 -3632.012161
-39.357762 17.318167 -0.304846 -31437.622433 -48003.088822 1103.724520 -23.339294 -49.680416 -0.182375 45072.536561 -8334.175422 -1210.666641
-54.200905 80.828357 -0.358588 -45514.696803 -27459.761825 -2261.777809 63.955323 -73.784677 2.017612 42189.274518 32120.862289 243.864177
-6.651997 -24.688025 0.166687 41450.683396 -21044.033760 -1935.670985 -1.628661 -25.597564 0.167109 45864.391626 6567.569949 -1982.131035
-26.160953 -28.228034 -0.040197 32677.931321 -30459.133474 735.936163 10.239581 33.942037 -0.193151 -48392.239058 7494.696649 143.479569
-60.633394 -111.365807 -1.221466 44866.006591 -21506.747041 -2117.557583 33.362268 149.052153 3.566403 -41778.681870 2199.000246 371.854572
-1.603909 74.582579 -1.285397 -49093.886127 -7701.844915 4671.475739 -55.045746 58.058122 0.687567 -38157.240312 -26497.305719 4711.301100
30.988998 -14.726619 5.892929 13829.328876 40656.344068 -890.045120 -22.545439 -17.882024 -1.023645 26990.255645 -43508.499997 -18960.905565
120.827254 54.286116 -1.377941 -19109.412514 43190.733044 5208.756931 -73.117227 -118.151936 7.833529 40616.456578 -19928.005755 2630.023526
-2.194562 -11.017481 -3.199689 53426.464697 -15331.192440 3137.701124 15.802598 -13.242083 -2.246244 33135.174730 11611.481779 13646.711666
-32.910637 51.588578 -1.099870 -48832.226454 -21349.140971 1012.167019 -49.300935 -44.483906 1.126674 24958.821662 -42829.472517 1308.229915
-38.981787 6.619875 1.119260 -12345.163104 -49236.675731 -5981.147633 13.889184 -40.591351 -2.038231 43623.884635 16581.578056 2983.847822
2.093436 -16.521293 4.347667 50673.827141 10217.803361 434.994903 16.151833 15.412425 0.981520 -18056.730885 35927.159235 20915.718177
-14.696994 -22.799204 9.398452 45822.294230 -20555.171309 3452.589427 5.333376 -27.780631 -6.045645 45755.040386 14194.981515 20952.316636
-8.131672 -8.102671 0.621473 36537.012106 -39945.145174 -1890.431655 -9.339426 -18.299155 -0.186746 31676.092016 -4413.815970 4492.788446
-6.439366 8.621260 -1.181192 -33013.536637 -40064.535785 4770.977705 12.460174 -9.131056 -0.496058 37775.066119 15865.128489 -8829.221121
-24.098966 -37.776288 4.185089 44960.917897 -15880.336496 1603.203004 37.888332 -31.832891 -0.343551 31414.105134 28535.289495 10120.711012
11.933772 2.899085 0.646292 -9804.511377 45878.362282 1395.523800 -13.492027 -3.592005 0.661758 21621.367910 -36930.102516 -1509.371070
-8.731392 -2.465237 6.476503 10408.393474 -53098.339325 6055.683322 -19.769985 -10.760088 -8.828042 11260.952118 -18619.777946 -5572.118580
-0.590358 -54.769228 -0.533000 49558.547922 9632.241508 -1933.403770 58.477120 -14.183257 1.029868 2279.367920 45766.071461 238.351374
25.432097 -61.382721 -0.373936 42347.001334 15467.819128 -1916.578808 55.878293 17.308960 0.656645 -18736.888671 47754.451129 1612.667871
-5.582751 -51.012489 -3.384536 48247.801023 -2653.735866 676.704869 24.421931 46.592833 -2.628741 -41095.406708 22983.608685 4572.826012
-23.793768 14.898592 -5.035674 -24393.812206 -40359.445714 -3439.953521 1.759933 -28.821804 0.895519 45760.996870 2740.023006 18515.980335
-42.852954 -43.727070 3.606263 28846.148442 -39848.843097 1087.966893 -16.826347 -68.256497 2.799999 41223.433362 -9225.475300 4014.063779
-2.671206 -32.195420 -1.269997 43418.976891 -1974.407715 -2825.902797 16.694446 20.700771 -0.397970 -43195.546393 30488.291794 -6272.335431
-107.824914 -9.569911 -4.236095 6169.966072 -50446.351014 2184.602224 -26.854867 -137.704598 3.222801 39113.634622 -4181.444858 2709.442900
-3.679924 -23.918911 -3.366892 50035.390353 -5680.286607 -587.877944 -14.386421 -23.296921 0.584345 35091.075497 -27816.581928 -14598.262556
53.105776 -0.078449 -3.000157 -1585.857825 50440.846942 2460.122614 -53.837617 4.174180 -2.671634 -6324.186506 -49262.537833 -3875.121416
