# x_i[kpc] y_i[kpc] z_i[kpc] vx_i[km/s] vy_i[km/s] vz_i[km/s] x_f[kpc] y_f[kpc] z_f[kpc] vx_f[km/s] vy_f[km/s] vz_f[km/s]
36.365576 8.189873 1.854379 -24365.107403 30486.018081 7575.565707 8.204225 -19.658809 -2.452102 50580.212670 38253.702973 601.454082
8.411496 -33.189690 1.859428 41856.322799 3179.476311 -1189.436677 -28.076137 -5.890107 1.126710 22654.769683 -45679.486019 5655.574699
-16.846350 65.975209 0.594097 -48439.809964 -13422.197949 -165.293364 32.113928 68.294791 0.432842 -40742.697888 19911.222335 785.819088
2.002227 8.274952 -13.135540 -22638.365895 -2800.491941 -7518.757572 -2.252144 -8.247366 -4.120597 20578.624599 -5330.346925 49402.485074
8.036814 -34.568496 -4.870619 55206.103520 23022.871766 -965.419643 31.381050 46.020085 6.793022 -27275.402067 26710.584848 1218.671837
-10.454552 82.056020 17.193858 -42562.629473 3330.196324 -7122.116327 80.516107 30.861628 22.187024 -17208.358897 36348.333173 -3421.978520
50.562392 18.164159 11.502584 -19302.834638 40927.622310 5818.360499 -15.836249 -53.546933 -1.292403 41292.933038 -13191.780759 -18030.353921
31.794661 40.328046 0.177776 -41639.994014 21939.181166 17244.211139 35.084131 27.469922 -5.240494 -31801.448211 42846.297632 14076.614977
22.168013 56.920162 -1.359872 -30288.510508 8025.668406 -8783.643138 -40.406571 -46.146301 1.786827 22692.752088 -21153.823717 -8476.182316
21.900265 2.742306 1.110199 -663.306241 35635.643838 4229.613155 15.920807 7.137803 -0.179853 -30193.689476 35596.966939 8045.880738
38.703422 -60.400093 -0.869466 29631.079108 21031.088625 4512.977564 50.642446 -33.488079 2.314872 36935.575446 26989.090678 -2275.995896
15.169208 -16.403745 -0.486293 38194.851521 35269.107275 -3625.902716 24.593139 9.263442 -0.776675 -21582.140669 39101.071822 1797.645737
-41.510935 12.318463 -7.968429 1898.316600 -27335.214483 2507.329040 -0.753005 16.266528 -1.401838 -67989.500244 -7135.185861 25037.242133
9.122963 10.750020 -3.915932 -33008.957277 22874.158247 3015.231659 11.210239 -9.155593 3.491093 27762.597114 27594.774933 10056.301755
-57.131683 -50.351651 -8.347171 27986.530492 -37870.959687 -3188.813211 11.996813 -72.847352 2.998251 47215.435335 11109.635633 -9222.128386
0.061935 -61.720922 -8.645832 46539.585827 7134.734098 9297.781584 -21.088454 -50.244122 -9.338314 49547.388902 -18182.603452 6070.273350
63.601993 25.202488 -1.385960 -19188.296359 32095.196308 1433.724519 -39.774283 21.262577 -1.020981 -12244.476436 -56935.334175 -1714.321866
23.486661 -17.929477 0.074753 29504.264309 16941.237752 -3339.117026 -12.228994 -8.520247 0.425769 30332.972434 -54660.647324 -2834.700637
-4.854827 9.802841 -8.320325 -12190.818069 -31343.520939 -6492.369637 -1.132427 6.644395 -5.570641 -41301.056881 2427.102618 28826.552216
44.511091 -22.091934 -0.846737 21483.022246 32206.109805 -8328.202011 39.844060 -30.253913 1.488522 20389.993482 32407.678635 -7679.532700
15.183346 16.382145 5.615963 -43908.027373 13894.901254 2336.237883 -2.619844 19.123242 1.266386 -50027.707722 10081.972467 24900.579961
-0.514055 12.936767 -0.787445 -49990.873396 3707.093872 14282.928316 6.865576 11.764483 -2.240242 -35074.993175 33817.333947 1443.541855
-6.209608 -7.789383 -3.729293 42167.135518 -24851.926827 6947.572135 -2.497731 13.521607 1.648391 -30859.941329 -26224.064510 21001.191269
-21.911749 -12.169380 16.901568 5871.034209 -37575.296689 -436.637512 26.932831 -5.704321 18.174079 8964.461800 31324.265644 5459.480517
8.601625 11.519769 -35.063283 -35423.913177 40512.952227 -1815.110132 -4.156817 27.927785 -19.548266 -23031.798337 -27262.538183 -49138.229356
47.605234 1.307159 -8.958147 -20619.108376 36202.453122 4204.355635 49.173232 -19.077475 8.303354 -1598.214559 36216.220590 4822.306344
47.929100 -26.320109 -14.908353 21953.805155 31297.519340 3572.224348 -37.419439 6.766011 10.456165 -1527.835335 -55253.397707 8107.240019
-1.745885 20.853548 2.836074 -37661.932975 -773.028873 -6112.973662 16.957349 7.255257 -2.912728 -9166.356259 42473.048155 -4106.616519
0.300541 6.689350 4.126919 -34748.552150 -2897.513702 853.095115 -5.971483 7.990535 -4.192835 -17922.828910 -14797.231874 5753.551169
34.625227 4.293429 5.026586 -3835.077448 46843.611985 -11164.322960 19.607861 28.096236 -4.430349 -39529.913465 26917.499078 -13017.698276
-2.019875 -92.605928 -4.796930 29503.956616 -8077.029035 -3965.010435 23.233587 -87.802526 6.245215 26680.413762 17472.469791 -2319.615301
33.289878 27.185392 4.777291 -14005.488150 10807.283845 -3132.079359 19.343266 37.507053 0.728534 -20228.516422 -940.595110 12239.345911
73.174314 9.974443 13.094226 12454.345265 33234.123941 2052.662307 24.561049 65.857119 -7.589738 -23932.501261 29784.292588 -10802.245057
-42.275002 -37.739623 3.075072 42071.104098 -22956.062997 -3102.394317 32.260980 -35.827359 -0.475418 28730.010909 47391.456714 7628.869833
-129.417347 19.965495 -3.195850 5083.495691 -42782.006429 6767.605801 -63.728675 -113.017681 -13.961113 30715.913815 -30814.980801 -851.230038
-16.932900 16.494269 -0.113732 -31807.906230 -41103.674450 -1171.976967 20.310092 -15.244874 0.242748 35810.533531 33221.193874 -160.936450
-9.525960 9.672383 -8.217368 -39172.978212 -22410.441360 1682.707740 -1.511072 14.124659 8.264731 -42926.229086 9226.106795 3296.398936
48.014412 9.192142 2.089598 -11644.487573 13908.897211 -9631.139006 3.354529 27.237805 -2.338782 -22341.792772 49581.889659 -13409.371772
14.426288 4.224887 -3.953427 5520.847320 42754.340271 -2361.853663 1.322657 -14.465602 3.900333 42262.864679 -13530.550457 -476.266656
38.107680 21.348473 -9.333035 -2586.235564 42019.125566 -4930.665317 3.923516 -50.139375 -7.659355 32204.377729 10642.542159 10725.639356
-41.903661 7.301696 -0.867972 -22375.169422 -34317.663594 -4302.210486 40.803603 22.114622 -1.682805 -23369.183729 26581.273521 56.964817
-12.785225 -50.519470 -6.935064 43022.074688 -15452.787823 -9067.973341 39.064920 -23.840236 -7.232557 25303.195653 45252.509369 6992.893141
-0.507833 4.430291 5.392307 -33914.089941 -17421.765817 -6145.162400 5.207024 0.340890 -3.858677 -23935.085433 28987.272352 22049.297081
12.344424 24.541561 -4.388177 -19633.089691 50733.904246 12746.024607 7.246126 41.369081 7.418996 -28854.505872 -11810.024454 -10420.203256
26.584123 -9.770233 -34.795205 8801.028272 25267.700315 -5945.727726 -17.480302 -3.248200 -23.132699 3273.279420 -42738.135141 -24726.970574
-0.294948 -37.559999 0.596687 35150.934083 25773.678130 10936.052974 43.236723 -3.963315 -3.313769 -13707.842749 31616.541892 6171.131919
65.523683 0.387391 8.214992 -12838.958077 21963.061531 -6045.537126 7.402292 -66.088820 -7.936948 22879.471617 -9186.736630 4154.196654
-8.526443 12.237727 -5.520048 -30447.800436 -16911.651377 2252.447040 12.117039 4.514010 -5.247313 -15735.104401 36789.488769 4422.884781
-46.687878 -12.792257 1.575569 23771.753044 -26287.976246 -2647.504970 -18.433285 19.074476 -0.231305 -21713.225785 -60610.779816 -6415.427562
19.335337 7.772192 2.511309 -26.469541 37044.434211 3724.680457 13.662606 2.169399 2.190815 -18327.310640 49530.309910 3861.259022
58.944566 137.700768 -10.975433 -59716.493451 1881.622717 -5820.499260 222.952700 288.021255 -40.921469 -17852.778308 14316.663710 1929.104554
-64.676995 -39.329089 11.354684 32347.340846 -34456.012004 -15213.288374 44.259396 68.983361 -8.130213 -41501.756226 14409.869940 15757.346483
-57.116953 -25.257778 -27.647339 14777.572567 -32538.141004 -15775.127830 -46.544297 -19.129412 4.248496 7047.240904 -45052.105165 -33356.038491
34.475826 -18.732382 -2.815861 34789.232887 41830.230580 -1178.711887 40.708124 13.550621 1.279984 -27024.292241 42439.219063 7369.906837
62.337358 -37.048472 5.794334 566.742999 47321.193873 1354.598049 -13.300504 -76.492516 4.808253 34045.816936 -27564.743309 5954.579154
52.020020 -74.368454 -10.030023 19778.411779 26824.039061 -870.321482 14.864138 -91.729548 -10.662586 31644.132265 -2450.527722 -260.731554
35.505136 -46.239106 2.951968 43495.467315 25737.453536 984.905558 19.940671 54.626932 -2.289050 -49352.797380 11484.641137 -3473.219855
-11.747608 -20.117180 0.013443 50559.820390 4014.393059 9658.207116 16.516452 -7.364633 0.541815 -2113.532218 59669.404103 -10149.538953
3.838403 10.993326 28.085950 -32848.374720 7871.020682 -128.681038 -19.034913 -15.923447 3.771582 7775.146696 -14054.065090 -54236.311197
-51.269114 33.953121 5.560588 -18804.824383 -43907.509974 -4126.191215 -22.138042 -59.890248 -2.561864 39518.972305 -23614.578159 8016.164177
23.947951 -4.014633 -5.504027 23765.140139 45585.896257 -8550.381576 17.261381 13.292532 -0.947612 -41406.857217 36885.528173 -23905.668083
52.435122 -50.753363 -9.456008 29549.258030 37993.327741 13016.534291 46.310418 -61.765182 12.168473 41450.204228 20119.222040 -8926.715611
-10.972929 49.785587 2.594502 -41608.111731 -11862.195994 7206.843434 45.203809 -12.643442 -4.203548 20266.374923 43036.430167 -303.675456
-6.099894 16.027845 6.400506 -33071.228610 -17342.223001 496.499689 17.783531 -1.398435 -5.940319 2164.600588 35584.565691 -9599.206818
9.482251 4.449579 -11.646545 -18061.979166 43571.428330 10353.053668 -19.315357 -9.087312 -0.147481 -1989.973947 -26487.055771 42728.674060
-38.287877 23.131091 0.427434 -24478.330299 -34002.454129 15226.472415 -16.026281 -30.052381 5.701850 48268.007267 -26052.439298 -3139.624574
-97.811599 -22.424725 -29.612188 -2229.021000 -26752.087743 7629.351929 -80.981479 -36.970545 -36.645710 -759.289171 -32041.284872 -6672.888359
27.694042 0.218742 0.216096 -9298.437516 38416.957718 -182.843265 1.131297 -27.699969 -0.066549 38054.765351 10464.954821 -1017.936926
-6.682346 17.107518 -8.303548 -50046.514120 7419.012901 -2825.451545 -1.004068 19.419928 -8.499080 -42750.234656 23515.583986 -1274.162767
20.354662 65.442390 -10.332514 -45424.041980 22065.715012 -18308.503500 16.823884 -65.750020 -7.493334 51560.175960 1885.142422 17981.922658
-0.488695 22.722361 -7.070470 -40785.270129 -8254.818443 -4979.838513 17.064246 -11.935583 -2.574118 22005.467142 39153.423396 25702.445711
20.612637 9.440149 0.285806 -5900.780817 45384.380279 6018.940362 21.955533 -11.861952 -0.133808 27837.674985 30105.707492 -5938.541422
7.783204 -36.612731 3.068957 50418.079347 13840.407723 316.223070 -7.198449 41.593243 3.285715 -45036.298517 -11177.486187 -1336.714123
-11.327849 -1.093561 3.221518 20314.587138 -38303.947931 -2196.459520 13.487142 -7.719634 0.512945 3574.415573 31772.736027 -19921.083513
30.577698 -0.488314 -3.914407 -6580.033178 43074.570489 -6357.485613 -30.436196 5.791022 -4.335238 -13328.854709 -40633.211828 -4298.592641
2.543821 -18.127526 -2.359311 29119.593798 12588.329472 10313.178174 15.817060 7.026717 -2.751106 -1843.394160 34578.842885 -7028.338946
-14.050439 0.081641 5.597843 1557.151544 -41605.999454 -410.039256 -15.534749 -4.120270 4.205393 6065.485860 -36013.714380 17683.056204
-8.366190 -22.530636 5.051109 27320.213149 -23815.797979 -3638.853513 5.154727 -23.225468 5.222950 30607.218546 20160.584117 -547.259505
-75.895813 51.874377 -2.237022 -31701.733779 -35900.379848 -4747.161913 97.071113 18.756223 -3.390694 -14015.923640 42302.084237 3865.675087
-90.500174 67.883350 -15.900366 -15808.151066 -49385.417848 -2604.120124 70.947702 80.938805 13.907451 -47847.015721 23535.911696 -7986.986754
-14.863755 3.790632 -3.667819 -20181.690063 -23246.409892 -2747.529546 7.662940 5.820071 1.725611 -37785.441387 26375.822096 -19469.846678
-2.265844 67.893588 21.992745 -39011.297583 -8187.200607 3270.389188 60.736155 -25.454190 -21.818475 7687.927406 40692.037334 -1676.828519
5.941852 -86.684664 0.806334 46667.455277 -2628.225462 7893.729241 91.857357 -28.008929 8.913900 12029.924058 40201.361795 187.628608
-160.954519 -54.711691 22.446895 29959.810253 -25853.014935 -13749.719390 -100.266044 -58.811429 -33.445953 42301.007766 -33037.393496 12775.257577
-21.662055 -39.719215 6.707320 23176.362520 -759.355940 18160.661318 -18.765555 24.917666 9.835708 -8158.488162 -39098.531373 -24161.213430
-37.852972 12.795214 8.768979 -29992.509401 -49216.516361 1584.064127 -24.074244 57.517588 5.179358 -35445.451526 -8640.566982 12934.176788
-22.951783 -22.060195 -2.332214 28578.342883 -35106.761360 -2687.845739 -25.855545 -9.855226 0.716839 20187.148977 -47852.701575 -9751.452214
90.872845 71.228169 21.588030 -23695.115996 17399.737593 10688.383637 84.205523 -5.385489 32.310030 -17514.094439 39940.911319 -7682.234184
3.606251 34.776734 8.061405 -49077.329060 -2025.814236 -3461.189741 -16.164528 28.938518 -6.530854 -41848.428264 -30215.058337 -9913.770646
66.670865 -29.007277 -1.807025 -7738.503774 51725.334829 -6631.880149 -46.738961 -33.985338 4.760879 53744.266305 -29901.880789 238.760793
19.900101 22.020274 -5.601351 -27504.243695 19864.915070 -10818.110334 -28.859492 0.705074 4.414616 -7681.417985 -34496.409198 15679.697984
-35.260011 32.352231 8.223507 -17028.627498 -47682.157591 -1265.795685 -51.831718 13.941033 -5.564148 -27012.411503 -35800.599495 -11787.379605
16.088362 2.406428 -4.050365 -14510.759052 34541.853206 -3261.603026 3.794172 -15.564964 2.185632 38251.943743 -1251.700223 -17626.759567
-30.107294 22.579015 10.657919 -34564.778899 -30544.049910 1915.112886 21.989408 -36.338994 -7.851743 35172.405902 19186.850096 -14236.311350
-5.973049 19.338706 -4.719554 -28602.803942 -11095.241069 -10824.766065 12.043216 9.134720 3.841174 -37278.345167 23157.136177 14021.483610
82.315144 -48.921758 25.105811 34958.397814 25171.556995 1929.425489 -62.668274 32.353334 18.264802 -12305.203602 -54000.405905 -8622.424378
-12.970769 -12.549564 -6.950635 39224.473656 -36729.113286 10429.556714 -3.710851 21.059543 1.734314 -41670.628318 -24547.071034 29043.700453
-95.975737 10.294169 6.630774 -20505.415970 -32764.791446 -6106.970946 80.167877 37.881266 -11.304572 1996.981617 42802.174350 928.144506
4.826833 -35.401023 -20.038937 60002.232374 4861.788023 9255.064707 -77.095140 -3.627162 -16.818959 2032.131506 -27760.979369 -18735.635003
12.266257 23.322718 -9.151657 -27753.340290 26273.069366 3263.826516 26.867867 8.063295 -9.637235 -11847.371227 32530.557856 2660.895773
12.383968 -8.820481 -0.591142 19857.036696 31723.000815 -7804.604677 13.669273 6.730331 -1.243109 -14854.518193 34239.526506 -2520.393506
-2.560270 -30.259302 -10.976584 39596.491652 14345.842823 -3235.009952 -8.957847 19.677857 -5.225953 -43949.559294 -33110.616528 -24593.470034
27.940173 -8.527374 -11.742865 8754.751746 27847.402043 10737.718144 -15.136283 19.064369 9.630764 -40739.014898 -5024.526354 -9895.530138
63.900418 134.960238 -2.752665 -42052.740660 21674.442856 -3423.448483 -51.185294 150.711070 7.344097 -43714.108083 -9226.358581 1488.592673
2.621863 7.767743 3.409747 -27406.006382 12448.248912 3112.896436 -0.773055 7.999276 -1.568354 -30643.286346 -512.662849 -21147.963606
-11.321242 -16.779611 -3.264905 37357.981994 -15376.230180 9180.827950 5.091540 -18.393287 -1.297532 42966.393325 2089.193133 -17993.320902
80.099862 0.147420 -0.355399 -6899.084418 50618.668673 3322.428791 -13.459712 81.278957 0.984846 -49849.690859 -284.888949 3011.570187
-3.355046 12.085801 -1.439645 -41089.978830 1536.037143 -3238.022171 -12.373124 -7.381263 1.031183 7961.943340 -34969.553714 7919.070827
7.010347 14.734316 3.080928 -2829.396107 32652.487872 1338.511929 19.291729 4.354535 -1.478778 12114.671813 16760.978788 13893.407007
47.366330 -16.796821 -33.551119 3955.588972 48431.783267 3334.580554 52.325484 -6.272433 12.179159 6452.579108 44337.933140 33775.768448
13.275362 37.433378 15.682311 -33430.479477 -861.061729 2032.098507 -0.310211 -41.386126 12.465872 29870.223637 -12159.632933 -11526.432834
-57.714276 -74.153763 14.259223 46223.091849 -3537.266915 -3567.706077 -59.361707 109.372605 -16.904433 -31809.319692 -2572.345493 -4511.349084
-11.736739 -4.024410 -10.566439 1951.361456 -24730.286397 -4320.051913 14.707721 -2.323608 0.985140 3005.778556 19793.803644 -41117.254634
-68.078233 -23.781670 3.382041 29242.409085 -37233.568146 3614.664617 -75.644469 19.098229 4.954673 -22733.841360 -36963.082735 1492.444299
12.044792 9.107479 2.238663 -21307.314275 43350.365215 2953.374136 15.002339 -1.012968 2.117204 11916.869739 46934.725797 5399.473953
-4.794928 31.998393 9.540883 -52674.043196 -6402.579976 -3464.882416 -22.671782 -23.702615 6.710608 36189.181754 -37862.325965 -16391.912714
-34.562131 92.530923 1.922940 -33559.259439 -25993.949617 -13617.623817 107.754542 15.275060 -17.254955 3880.031071 37705.540591 6575.327997
-5.192881 -61.413311 -2.385900 41724.771628 6623.887127 14198.234573 2.603085 -66.380448 11.484038 37999.340190 2169.005296 -3501.322230
18.494793 -13.415669 -1.448559 39859.392942 24355.371490 -9396.976650 6.749117 -16.743054 2.090832 46328.822909 31041.391424 1630.438703
79.238216 76.317789 -12.374738 -30783.250948 21380.446974 -2749.283645 108.357755 -21.373986 10.596922 14140.273236 34526.593376 -4180.143360
-83.024294 44.284232 -4.565269 -26124.161936 -38462.365935 11122.890110 76.203149 -71.098188 18.631025 28388.826705 30599.851611 -557.586221
-30.723790 52.905729 -2.079049 -34003.457108 -23842.547017 -2796.156799 6.332202 61.338284 -1.500556 -40992.995827 2695.911511 -3954.438371
-19.840432 20.183043 -0.897301 -20201.693578 -47542.834814 -1564.911423 11.611167 35.699418 -1.126121 -32850.296527 15352.939473 -181.147802
0.534243 26.323477 2.883311 -40882.311196 -10127.803619 6700.303692 -24.088040 11.597203 1.320398 -8729.446742 -40248.882995 -13451.279747
4.052274 -13.977414 -36.942859 36991.507848 8323.640190 7289.469230 -33.979736 -13.445410 -1.809636 3644.280599 -14766.931297 -52674.644288
-3.682531 -14.995611 7.824708 46515.844939 -16533.402618 -7626.021257 17.166319 8.461764 1.737986 -3922.190750 42247.241714 -32697.675473
-83.701628 0.046773 -2.865743 8612.243153 -29299.897501 6542.356151 -34.799311 -53.941457 -0.771154 18244.404287 -42182.345564 -9035.692284
13.352374 30.308581 0.317522 -36344.252716 13118.159417 9713.940475 7.260989 28.626604 1.550934 -38756.199306 23033.081192 -7422.063300
-56.167440 29.075429 -15.706606 -27649.492578 -46262.941980 343.620452 -63.866322 62.899881 16.371326 -26043.091759 -27624.645308 8048.565061
26.375230 17.660030 -21.020255 -29337.085791 27438.112339 13484.322407 -33.868761 13.136298 24.271914 -17449.507879 -29896.530121 3630.456041
2.297910 -9.014567 -0.520399 38004.272740 17534.215216 1744.863440 9.592737 -1.401799 -0.536629 -4254.459605 40535.667775 1441.865485
15.867974 -35.655961 -5.852605 50542.731479 24434.964005 1929.498683 39.903874 13.566258 -5.942263 -7294.470523 52399.032261 2914.579297
-19.669195 12.687506 -7.461758 -25932.583622 -28589.036419 141.460482 -21.349360 8.541867 -7.332906 -20693.292947 -33470.969653 -4168.681834
-34.736210 18.682150 1.598773 -9446.073284 -40182.891931 -67.435767 -3.742501 37.173279 1.490445 -40466.811008 -18167.070253 -1794.615633
-24.613132 -36.865657 -8.466959 41539.255632 -33097.242800 5908.655024 -9.547881 -55.825863 -6.652169 40819.910850 -7037.373167 11471.969773
8.170437 33.916565 -5.713931 -42981.670747 3213.813958 7007.646529 -36.479120 5.106392 -4.759610 -5470.257706 -39916.412741 -10387.556797
-3.365820 11.510139 5.391929 -36802.688891 -1133.115323 175.215910 14.069559 -3.436928 -4.772108 3928.749797 29419.194020 -12858.231474
47.997256 32.046580 3.346974 -8715.132163 34965.198918 3485.831063 -43.975071 -17.901281 2.362813 -5675.686983 -46824.844421 6065.598169
-40.720706 20.162562 -11.702186 -1372.127314 -41653.276265 -7484.776568 -36.185451 30.274107 3.385731 -13107.195102 -36672.412792 -21881.274857
-18.204836 130.328893 3.211802 -54014.675254 -4012.362830 2963.707741 103.195867 96.885455 0.789597 -42511.853936 29012.178813 -3488.484572
67.590495 20.679947 -6.667253 -18160.054464 39682.061261 -5766.627889 -39.563481 -50.363889 7.828240 32604.585998 -35780.101910 -2131.069799
36.887476 21.951994 -3.615142 -11002.893288 36757.404665 4227.853542 25.930670 3.905111 0.252038 -2583.803075 61214.510661 -14224.455588
67.394032 -77.151587 -0.088113 40183.515385 31735.388338 -3786.337667 -52.664500 87.094830 -3.664958 -44095.886901 -26554.395455 1256.434764
