# x_i[kpc] y_i[kpc] z_i[kpc] vx_i[km/s] vy_i[km/s] vz_i[km/s] x_f[kpc] y_f[kpc] z_f[kpc] vx_f[km/s] vy_f[km/s] vz_f[km/s]
9.988340 27.139008 37.562244 4233.185053 -61505.384030 22355.165117 -10.625845 35.832938 77.120498 21580.238836 -4146.706288 38441.766754
-13.574794 -7.428212 -11.945050 -11605.364557 -39158.744896 -18477.850408 -5.405440 21.217647 -5.360163 -26827.547754 22912.589232 30443.028536
-23.747991 22.620845 -13.888527 -832.998685 26122.402605 22510.028159 11.574856 18.484036 -21.972257 13142.844268 -30979.100266 14373.056797
-52.155672 -44.364486 -8.083691 -13790.792249 -4837.715311 18593.652509 -35.314823 4.221129 -21.496002 -45662.635741 15638.050491 -7195.974394
6.223254 -8.368593 10.505044 -22775.693765 8969.805178 30434.328700 -5.845535 -5.441240 9.739442 5047.376537 27755.050137 34502.204237
-2.809478 -29.885550 -34.156741 -19820.724362 24352.234843 20905.214482 -0.780725 -11.477317 15.048193 -55968.476413 23570.830499 33880.090431
69.634047 40.061174 -4.518919 12084.770822 -18888.189063 30034.452812 46.953276 -13.614904 3.454893 -249.043064 -38250.802112 47268.087394
-20.958338 -13.750822 -1.886960 7762.982518 -27675.343468 -6054.473718 -12.236158 -12.803488 -1.998321 46434.925643 -7538.933780 1035.492905
-2.396200 18.937785 -5.233163 -9065.574744 -5159.726766 -19060.922336 -7.412161 8.482016 2.008512 8190.997750 -34203.496267 36220.373702
-141.259026 -5.238252 16.802682 28152.273078 25283.020070 -1324.805552 -9.835293 178.384230 -21.018725 19875.054954 -12344.347981 3219.564803
0.468921 -8.557850 13.532578 1722.133766 -5984.118452 12651.565340 2.154342 -7.530201 -8.813141 -7513.225627 31799.869469 18752.061115
15.310385 16.350224 -17.575862 27753.440712 15837.947292 -13413.203971 -25.775583 1.397775 -15.223151 33304.233567 6391.245652 -967.981395
14.510448 5.118904 51.179540 4076.324115 8055.888578 -20065.265543 -5.323166 -8.724070 -9.380340 27756.539760 27450.160638 -67020.099674
-75.761952 25.474521 -52.704323 997.659120 28095.955363 -4049.343259 -1.441956 43.479023 28.541345 50427.145934 -26702.435779 -3259.835392
-1.071735 -11.267367 21.346285 -2621.766195 -7012.236412 -6719.024820 -6.854710 -0.158513 13.050760 -6946.673042 3052.500403 43474.366737
6.312845 50.587037 -46.703298 16349.964724 -37306.011237 -15449.172634 -61.836344 -41.869755 -38.922790 7614.246980 22339.774467 -25856.059259
-11.367996 -40.154748 55.374427 141.008622 3172.922122 33197.922822 -3.224998 -60.589884 37.124046 1177.830903 31557.298350 13024.505953
-9.977241 30.059124 -30.904106 -1686.816711 -21284.617349 -25055.683480 0.330403 -14.716023 -38.062725 17491.749723 17121.559839 -24388.312562
-14.252867 -25.935862 36.730562 -20143.519115 -5926.553296 -2136.330802 -7.326190 9.883503 -10.910673 29400.706433 20117.850708 59157.632744
-96.801710 -3.351837 7.852559 17105.510241 -14136.358146 -3872.291429 -16.803611 48.898781 -3.801794 -9840.395449 -56212.631383 9811.829472
25.946115 -4.903826 16.949440 -12349.438568 5026.117863 6389.006742 11.369076 -11.379113 -11.591226 24820.699636 -18698.863729 -32550.058140
-2.220675 -60.815113 5.676005 17225.232567 5673.431872 1307.000909 33.795967 -26.024735 -4.104556 -15148.131237 42288.528321 1806.930329
22.561791 -2.878036 -36.914643 -6455.600478 -561.485558 5755.325317 -25.088770 27.248579 23.348459 -2398.033448 3849.952386 -17936.801144
28.925226 21.080788 -20.963142 -5020.600433 -16682.182559 -15631.615691 0.598736 -25.088507 10.675720 -14508.727073 -21203.639090 43252.055344
20.477430 70.512953 -29.878330 4782.961905 -13934.813678 27677.750490 75.952827 35.028839 34.079154 -8005.362956 -11889.333872 15685.672277
7.864223 -9.216907 -25.278114 -21671.349969 -56856.416646 -14209.971674 -2.376289 -16.111836 13.391267 -35824.048807 29324.369291 57036.310937
-38.028772 -13.689078 -80.524947 26739.074790 -2101.977192 3795.944928 0.976347 67.049648 21.470039 -6875.525250 -15396.843088 -41500.539329
33.977265 69.731834 35.951436 39874.995428 6420.441970 -18152.851202 49.109348 54.160819 -1.625116 17179.387241 -33231.102933 38439.413485
-14.000067 -3.999179 13.030974 -15715.113108 -28532.746757 28957.958730 4.356363 6.664998 -10.645760 -52110.082790 -2456.355024 -19401.322821
-4.691379 15.059231 42.602024 17356.987116 -8052.881099 20935.227020 22.052882 1.395734 0.297094 18619.666160 -8960.990683 69144.725286
32.672586 2.607108 -23.984762 20351.793141 -8166.689255 -9127.748083 8.101191 -36.451430 -24.571260 -10829.785745 9242.466876 -2080.724318
11.378849 -33.785429 -32.956484 -28914.751740 -26800.705504 -2792.211906 10.528502 43.881806 28.436261 28348.186775 -3598.691641 -22036.086781
-3.379644 22.613807 -11.482730 -10651.752325 10590.668359 -25048.533014 -24.531074 14.148784 -7.273775 -9752.599614 -2735.165769 23400.274297
-5.553550 8.308485 -8.837846 40880.140373 23519.766106 54450.261597 26.664991 8.731742 -30.242138 22304.406429 -10332.420623 -9380.355119
-13.366216 28.968252 -7.798840 -4952.641093 -26623.161909 -4950.528767 -11.064301 -4.655713 4.402702 -29686.598659 -57620.677664 -11528.526146
27.211906 -8.172103 0.701910 -10674.855750 -4149.399830 10240.681344 18.763881 12.416279 -2.571602 -21846.938538 -25123.096244 1593.825487
4.448239 -28.697455 15.556763 10615.040188 -21362.445824 -11579.095932 6.585685 11.637569 3.595517 -29238.595787 -19841.036691 -57881.523477
-31.063381 11.995058 -23.572791 3575.202555 986.286724 21235.912122 4.770193 7.239387 4.814666 26436.251017 24707.617553 68532.995410
-24.997549 -35.405420 38.634573 23134.575727 -5764.439891 -29810.955599 -53.666997 25.402285 -1.809248 14327.561620 -24729.146717 -33222.508812
-19.379710 -28.323063 3.406432 11533.635238 9201.086180 -24363.041278 -0.977694 37.415236 7.890074 -3958.123969 -265.268280 10547.472174
-16.895796 -7.057497 21.782002 19091.114256 43704.772533 8441.014909 1.201777 11.553492 -21.196593 51875.007971 -3622.954470 11833.532400
-38.092297 7.247295 42.756813 18113.761468 -14088.855232 10892.505407 -17.674776 -11.489575 7.981680 4890.745738 -19757.448825 68332.378780
-19.855108 -15.169897 23.262853 -10847.582857 9593.475684 -6967.522512 7.855515 -2.601941 12.012822 15557.494675 -50348.815901 -24075.388686
-3.624406 8.546804 -43.322539 -4133.941836 5944.802887 -22137.845887 -17.185141 40.722619 18.910376 -249.454734 -211.064087 -27342.792690
11.397013 -7.326488 -28.727050 7758.057510 25020.683354 18560.534762 0.224222 -15.857617 -32.095428 21555.588278 803.288343 10349.601847
22.063780 -5.357601 28.495985 -15373.367704 13256.076043 9577.073987 15.850816 -3.148375 33.727448 -7754.271474 14795.966469 1598.465447
2.471497 1.980250 -15.551437 24563.696649 -24251.644785 12707.646638 7.266435 4.959703 0.536319 -2659.794456 -16758.138271 65768.304479
28.699529 24.890232 6.558648 10429.922728 -12766.414149 -1051.847883 -29.944105 2.428548 5.486315 31756.309338 18329.869534 2841.030235
11.345701 5.507995 -0.209075 546.357689 16252.836307 -6816.368510 -7.128249 -6.418828 -0.937973 -5271.118795 -30193.232926 -248.643917
10.079127 29.391613 -39.501309 28090.040334 -12857.354211 -8903.638464 -22.396730 -20.308813 -29.033908 -40977.529328 5491.763142 11578.450151
-19.958322 12.797153 -26.755866 -4005.744039 -6310.226410 8423.245112 -22.771756 -11.797518 21.242202 -16633.623254 -16399.223787 1129.884698
33.898975 -9.217904 -9.958707 -16581.187128 -2432.032147 760.605852 7.510218 -2.849851 2.780102 48588.254340 -49766.394627 -27440.972392
0.314470 2.203286 -2.864397 -22656.057892 20990.353594 2887.543599 -2.053094 0.854044 2.830127 -26504.170108 -16503.320816 1710.816021
33.533585 -9.726996 4.339464 6185.401144 24000.931568 27806.038355 -22.090930 -15.514591 14.250632 2120.338063 -37667.335115 2327.448519
4.229340 33.622032 -3.005474 -5965.012621 -4399.942670 -14237.887445 -17.205891 3.012738 -3.831675 -50534.118994 -1726.207047 -16107.232474
-1.685820 -9.046248 -2.270894 -4991.839664 6759.958429 29685.422178 -1.637442 4.480625 4.191691 22263.843779 -26384.103901 -10917.919039
-8.050795 -15.815572 -72.118423 3977.127110 -18989.503436 -25272.315114 -30.112343 4.134277 -18.286233 21142.809538 -10068.674308 61530.640638
17.020460 1.332067 10.568712 12289.385990 11732.784150 7991.159918 -6.522693 6.592672 6.355538 -43205.795865 15563.288630 15859.281013
-43.243158 11.912360 -27.566835 -15184.956880 51971.044748 6391.699952 -60.698812 -56.399532 -19.713338 -26397.269889 9517.645381 19278.374050
5.951998 1.518205 8.197795 -11260.939777 1971.178019 -31804.563151 -0.939578 -5.808091 9.133824 2766.951250 -13578.594138 26521.588128
21.797006 -9.222471 33.781425 30018.443067 -47557.403693 13642.380755 59.437684 0.147760 47.092271 -29980.911856 -12857.075119 3037.939076
-25.949268 -7.787169 -8.017453 23622.508539 -13519.386455 -8661.110498 24.547536 4.376000 8.614870 -26978.105769 16975.815980 -4209.375790
-54.988725 94.278799 41.868055 16050.910830 -13921.863841 -3876.590191 -128.326979 15.880144 16.291042 1617.614766 5626.463837 8833.677901
18.813443 -5.912176 3.557093 10501.104119 -5176.864497 20509.657737 0.067195 -1.238163 -4.178602 -31230.822810 49982.487129 16492.542401
35.872773 6.921081 37.548908 7083.463661 -22741.517213 15920.851223 -19.307828 -25.096383 -32.872713 -6626.011950 36178.982984 4314.830600
40.129717 34.022534 -15.727657 -25077.584107 -11164.606172 14427.665696 3.115798 63.574614 -21.306464 -6536.717446 -3337.450756 1627.585555
13.810671 -30.601996 -29.718032 15731.135640 -6259.965651 12241.142010 13.372185 -5.828624 -20.685742 -4127.888539 31334.424306 39487.773738
106.486862 -15.853901 5.905993 -10955.902294 32871.955850 -38494.440444 102.850895 20.389497 -113.124368 -3122.637767 31726.205623 -11075.589129
-11.220263 -4.675017 -13.062718 14679.282020 6471.703526 -12845.520303 -0.306514 -5.045520 -11.445289 1141.954517 31809.531056 20111.820054
40.571071 12.984212 -60.160428 7408.514988 11555.769372 21517.011708 -11.002983 26.572126 -52.608975 1088.981544 -36496.716684 8816.102094
-29.299141 -23.923457 40.505879 2892.833258 27426.983353 -2012.589540 -41.348583 -24.213611 10.153661 -20584.405840 5706.548683 36598.628282
-78.387326 37.960164 -46.409317 15199.718392 -26737.309429 -576.270140 85.598898 40.843811 19.528258 -24261.671129 6167.641213 -22548.043071
4.409154 -35.279768 -17.547897 -156.349273 17715.013719 -25471.973446 -1.535260 -6.727080 28.092209 4848.740866 -26037.528437 30277.501936
-47.078762 7.249261 27.887956 -15001.985836 -7398.126310 -17501.988618 9.673932 12.695359 4.755946 -10679.109554 33230.831558 69264.379839
7.396613 -19.427966 -3.910992 -3572.147174 20596.458771 -29459.057889 -12.084331 10.093831 -3.709066 14008.065482 -18564.497311 41361.390688
8.119717 8.958638 -40.479196 7443.476485 34119.218515 -4234.249465 9.786431 -20.337371 10.738641 -693.501719 22935.735866 59266.756070
30.751368 23.089745 3.477950 20573.901357 -20582.880253 2278.397304 36.678038 -0.754974 0.100003 -13631.545446 -29928.165173 10965.433201
-41.706117 -66.735864 -7.707499 -6079.470155 8325.865484 6071.078597 -73.931666 -27.352877 5.719021 -6872.522165 7641.853420 7510.718444
18.269226 7.207749 -7.043064 -7647.786592 -12998.337391 44517.133375 -8.956039 1.073229 -7.114114 -13590.934468 21988.786461 -56273.592783
16.356962 1.925608 4.332737 -14307.184224 -7617.165540 16257.781276 15.677781 4.294130 -0.276992 -8094.039098 -8406.834432 -31273.733542
-8.195755 -29.909421 15.434764 -20129.390133 -2138.131355 -8548.050249 24.591943 5.809933 14.589387 23981.666673 -18103.608885 15273.978598
54.143501 -8.072991 -57.889691 -8577.590586 11588.589145 1255.868747 67.786700 31.127260 -7.719633 -18255.422967 -148.131186 -22138.192905
10.963142 65.279399 20.416233 19727.159495 -22488.219469 -9264.886075 -14.327497 57.766074 15.237107 31116.270283 -18366.508332 -15391.273178
-3.562043 0.078015 -6.660852 -1335.725418 10194.872621 -5212.443819 -2.620852 0.759047 -5.738903 -14194.126444 17927.142235 -6190.442527
-36.339324 41.717910 -3.073900 6767.263978 -21521.169582 13651.030024 48.795086 0.640299 -9.075538 -31070.443400 9834.069624 -628.906601
29.966365 18.815818 -47.411697 11073.566017 15603.885725 11806.467417 14.908955 8.605665 -2.652473 -8974.428736 12207.603190 -79576.849451
-5.374260 -16.387309 -10.283565 -11425.011399 -25276.878563 13545.869460 -1.755064 -21.803496 0.305038 -2397.901928 -513.921769 39811.276820
9.438427 -1.044729 13.625466 -14817.207296 -8374.075168 16287.502320 -7.357783 6.592231 -7.767340 -9665.775222 21506.081637 36304.527288
-22.276810 -0.977524 32.778670 8216.329294 -3308.594275 -1904.177183 -10.784967 -13.627211 -19.735041 13425.828382 9385.286760 39182.910908
10.605649 -16.676983 -9.574627 43796.000883 18148.909765 4344.038975 8.484137 -26.026435 -6.087849 33797.152358 5097.366339 22107.417792
1.262591 -13.094264 -8.364236 8961.675419 9588.123289 5140.172421 -13.553528 1.394743 -5.021750 -27423.540620 -6729.143085 -6139.494048
-78.105605 66.679464 -25.987596 -20564.439674 5026.985067 -17793.888590 -111.870787 -38.762840 -6.153053 -6579.060159 -11027.125137 -14755.044458
-20.774510 44.932143 20.451459 18189.851655 9375.465413 -28194.333756 2.626492 23.899096 -7.079659 40720.974081 -14805.016483 -53556.693489
17.756963 -61.503005 -20.443247 5977.233728 8826.661550 -55402.841989 -9.966916 -90.730001 -37.088358 6160.739489 3472.624872 -38865.304240
42.881943 13.733698 36.579819 -12750.729049 18374.998882 16476.571303 22.244043 -30.773843 -43.394493 23236.965449 11148.134486 -6769.640092
21.711169 -2.969926 -23.981975 -21671.291136 29126.224786 4785.141755 -8.201435 -17.247866 -13.757466 31531.877364 -2943.955584 43177.905240
24.121591 9.286793 -3.244158 22931.351114 5083.457416 -19199.154980 -22.150396 -4.868615 2.677223 27292.132105 10077.134972 25909.276911
29.928492 -11.654406 -35.666739 16891.902729 34163.430749 16117.325089 -2.815870 45.546572 -17.825266 -26351.927959 -6777.683606 -35379.397070
26.251701 -23.631964 21.410481 -10219.241087 -24507.748089 46246.920450 -12.587252 -36.430868 41.146713 -20957.711216 9641.755151 -28957.508523
-14.846659 20.945706 -2.931398 -3333.180970 -27604.401415 26556.632651 20.501282 5.369803 2.210917 -35994.357916 13968.215737 29092.602242
74.101513 15.396493 4.980343 -30740.959964 -59580.434426 3988.030550 11.856624 48.509234 5.386561 79560.464452 -6939.599642 2020.649994
-13.553807 -5.726372 -10.060289 46750.191263 22409.833885 13309.602503 -9.887364 -29.990660 -16.103050 -681.395167 1577.171909 -14476.245322
18.598142 23.510484 -9.248281 34074.881297 23201.081636 18940.454956 -11.841057 -32.125622 6.270307 -1796.229455 26341.816164 -33058.958538
12.822403 44.385011 -0.813894 24877.590699 -1837.206354 33036.729463 -26.790120 27.692336 4.055987 31083.971942 9964.933280 -37391.631273
5.458664 30.139824 -10.014728 -13219.532006 43075.350327 17339.830007 11.849437 11.745297 8.701377 -1224.331456 52254.641933 39819.267130
-39.519229 13.728153 69.865087 16509.542849 9862.380956 -11265.695683 0.249093 -10.584677 -24.074704 -57417.961674 -34720.546555 -17740.659871
-17.038519 -5.722734 -4.507919 33336.630949 -49302.554876 -26362.160734 -1.466663 18.577680 6.268988 -54057.635736 -18104.863666 -24138.918691
-32.254251 -40.161148 14.128432 35444.492370 -5809.416204 3423.394440 -2.141809 42.053584 -11.971426 -39383.007535 21162.832302 -13951.583954
6.296656 1.347632 -12.675442 371.633643 18505.812260 -149.205350 2.162219 5.732093 -12.417836 -19744.649329 1316.123781 6026.885315
5.783286 -13.778298 -21.612544 3332.856975 570.571751 37482.098215 -4.052477 -2.398274 -30.147950 14802.518393 -3385.679602 20370.415359
51.839330 22.033360 75.586011 -24249.305906 7290.512422 -16066.480228 27.302049 8.291587 -26.231275 46953.914607 47672.298504 1794.223370
-15.179386 -2.910709 -17.358344 10858.811245 45685.231543 -19181.292817 13.001459 29.830491 9.649262 21468.974836 -1648.805091 -35375.189126
-43.808807 22.254035 46.724388 28446.188372 6913.611542 -3287.060515 -15.588385 -47.667486 57.324802 -18110.194699 4660.654826 -5611.415376
12.393256 29.125366 0.064732 303.440155 19166.105318 27692.253140 29.387275 -4.034401 15.878214 -2793.663355 8165.554560 -918.308040
24.315828 0.622975 1.188234 3275.694451 23027.679014 -26222.951152 -15.477517 -16.784141 -5.853368 27109.550260 -6647.441580 -13345.041091
-25.159905 10.502423 22.269358 45828.294605 -25186.335797 -19762.021592 -24.983632 4.988468 -15.213997 37607.915389 -13608.251785 49060.117600
-17.528788 -32.175823 2.352548 -22145.212578 -34156.595106 -9304.121305 -27.205766 38.797418 2.629774 -9786.516813 18139.843086 8629.837491
-5.530830 23.246341 -10.157941 -23001.300114 -28583.275585 -17797.877162 28.138230 -0.324823 11.395159 -7114.178995 24702.909574 18752.838779
17.557108 -21.688109 -11.253398 14563.469983 -16822.902886 2255.849370 26.888055 12.405064 2.299099 20589.027777 10261.091950 -24615.215061
3.218312 2.733600 -4.356153 7876.028047 -28741.258074 12100.202930 0.274958 -5.236577 -1.747291 -21184.942750 -11244.072993 -33018.923160
-34.093197 -4.904206 -4.215291 -16640.997888 -22052.731928 -15222.250056 -2.509114 -29.565814 -0.755647 25148.182428 29209.210739 -20209.710510
-13.952853 -9.967323 -9.716746 -1924.464026 31125.141761 -33283.911105 -3.558924 14.256986 -17.803011 28635.150861 12704.775823 -3864.169304
-37.180083 9.105607 6.736567 1557.743999 -10171.743570 7565.318795 -6.352884 -37.502271 7.131118 8344.976680 -8035.168411 5575.315185
44.593539 1.909184 -11.490061 -796.158111 -581.261975 -19297.878736 0.553306 -27.421717 14.050203 -297.394688 -29360.703347 31662.601941
9.168299 2.682841 0.852761 10693.378913 46567.999859 -6648.053977 -12.430030 -12.378071 0.853701 11691.058442 -20398.016219 6455.098318
-10.349641 -9.914391 3.057983 13787.048662 42598.305931 -8271.254578 -5.253421 -1.067253 -0.960167 16456.982202 61245.944076 -20723.175655
23.466727 23.620640 -6.150218 3080.087123 19329.918217 6844.949798 -12.875715 -28.444009 4.151855 20805.448421 16382.318906 12904.091663
85.582099 30.698859 -67.163230 -9295.457575 765.971459 3021.114146 59.018741 79.998653 40.244963 -13726.732653 -12660.499404 4370.883757
-0.416257 1.407387 5.327183 3353.023575 -3879.028825 -1171.433553 0.783949 -0.909864 4.470468 -1691.522893 -1996.648784 -20407.685617
-25.368834 24.897750 -1.884156 18740.702266 6750.408836 -16940.034584 14.445539 0.184524 0.350819 -41676.326707 -44687.955968 -27137.459917
-47.075174 -78.686395 -12.773565 -5001.915482 -14386.429119 -23598.877888 59.320468 -23.172172 43.839658 34957.733501 -8873.592694 1278.061834
-14.804623 -10.973031 -4.938352 -21504.250590 -695.776371 33602.133874 -10.095962 10.732680 13.179691 -2870.586428 25403.739535 -398.531957
46.221739 -37.031620 26.718407 -18221.054549 -12171.626379 24627.373619 -14.950916 -44.145003 -37.904942 -18012.838755 29574.914720 -7194.759745
-34.446710 70.397190 -71.189286 -44004.980918 22593.810194 10291.048299 74.259293 39.587434 -145.025717 -13654.644525 23956.493372 9121.961051
-35.276122 4.239411 15.151520 1742.288421 15132.895113 -4808.498515 8.655250 -2.447501 -6.460346 11438.698289 -65764.984593 -19246.265152
-30.954155 61.415275 1.721631 20856.889472 -11948.530247 17756.887484 50.722376 -9.580658 -14.421387 27683.970824 -23191.058704 -22264.297229
25.834285 8.495422 11.171922 -389.968355 542.865654 -18530.285152 -5.302309 3.099159 8.452669 48119.105511 -31395.042089 14619.380946
31.210137 -35.716674 26.406057 2057.833626 -5714.107094 -8882.665638 -2.544346 6.750819 8.107406 -10854.858109 70005.521823 -32282.672699
-2.267389 -4.023793 -13.142613 -5549.010821 14507.701027 -2257.962699 6.373514 0.220104 -8.506378 -20598.881825 -9375.763681 -29186.565335
-3.455862 50.282531 -20.788562 10323.730834 -37918.342458 -7573.482685 -44.628664 -33.802150 50.840949 -5647.381082 4417.993074 -821.334924
40.769554 -43.397648 9.808675 -707.148346 292.155195 -5166.015397 -0.285568 57.145968 7.537841 370.545825 -8396.122265 14160.082561
32.887123 -21.917733 37.977714 -28057.196668 17468.020139 -17214.843478 27.730440 40.754366 -47.562172 12110.664297 16338.912057 -9400.177113
-22.121137 9.475568 -25.735562 -35538.450388 1369.679332 30299.994835 5.355934 7.163561 40.044582 -34835.757650 10623.740685 -4472.719924
2.516028 -40.774562 19.022398 -31658.413248 537.318125 -14398.695701 -26.933624 26.005482 -20.058996 17332.551315 31141.916559 -11700.978750
10.766645 1.920582 26.918536 -5560.041639 -36606.746492 -39834.201936 -29.501881 -31.165174 -38.250943 -12952.647580 -685.318288 18106.202184
-23.094887 0.481364 25.744327 -40838.858129 10742.533950 -16231.762209 -10.610899 -0.638428 23.885238 43862.094017 24167.794306 21105.801635
-24.655692 9.385159 16.466805 6187.681669 2616.744118 3713.578270 -20.320967 -9.225237 -14.742425 -20696.164046 -3362.881102 -14756.915745
