# spectrum_id category
1538 Grozd_115
1539 Grozd_58
1540 Šum
1541 Šum
1542 Grozd_27
1543 Grozd_173
1544 Grozd_2
1545 Grozd_77
1546 Grozd_115
1547 Grozd_56
1548 Grozd_27
1549 Grozd_9
1550 Šum
1551 Grozd_61
1552 Šum
1553 Grozd_67
1554 Šum
1555 Grozd_3
1556 Grozd_120
1557 Grozd_141
1558 Grozd_116
1559 Grozd_198
1560 Grozd_12
1561 Grozd_65
1562 Grozd_141
1563 Grozd_141
1564 Grozd_94
1565 Grozd_82
1566 Grozd_85
1567 Grozd_66
1568 Grozd_54
1569 Grozd_1
1570 Grozd_164
1571 Grozd_58
1572 Grozd_75
1573 Grozd_3
1574 Grozd_87
1575 Grozd_87
1576 Grozd_3
1577 Grozd_3
1578 Grozd_100
1579 Grozd_40
1580 Grozd_60
1581 Grozd_35
1582 Grozd_32
1583 Grozd_65
1584 Grozd_7
1585 Grozd_24
1586 Grozd_28
1587 Šum
1588 Grozd_25
1589 Grozd_24
1590 Grozd_2
1591 Šum
1592 Grozd_126
1593 Grozd_48
1594 Šum
1595 Šum
1596 Grozd_141
1597 Šum
1598 Grozd_95
1599 Grozd_90
1600 Šum
1601 Grozd_61
1602 Šum
1603 Grozd_8
1604 Grozd_116
1605 Grozd_43
1606 Grozd_171
1607 Grozd_29
1608 Grozd_77
1609 Grozd_98
1610 Grozd_39
1611 Grozd_0
1612 Grozd_52
1613 Grozd_56
1614 Grozd_42
1615 Grozd_104
1616 Grozd_22
1617 Grozd_39
1618 Grozd_174
1619 Šum
1620 Grozd_1
1621 Grozd_165
1622 Grozd_56
1623 Šum
1624 Grozd_99
1625 Grozd_6
1626 Grozd_135
1627 Grozd_103
1628 Grozd_47
1629 Grozd_27
1630 Grozd_55
1631 Grozd_141
1632 Grozd_39
1633 Grozd_40
1634 Grozd_164
1635 Grozd_164
1636 Grozd_11
1637 Grozd_128
1638 Grozd_34
1639 Grozd_1
1640 Grozd_175
1641 Grozd_40
1642 Grozd_8
1643 Grozd_39
1644 Grozd_41
1645 Grozd_12
1646 Grozd_45
1647 Grozd_37
1648 Grozd_66
1649 Grozd_135
1650 Grozd_7
1651 Šum
1652 Grozd_124
1653 Grozd_129
1654 Grozd_60
1655 Grozd_21
1656 Grozd_127
1657 Šum
1658 Grozd_161
1659 Grozd_47
1660 Grozd_11
1661 Grozd_1
1662 Grozd_58
1663 Šum
1664 Grozd_37
1665 Grozd_120
1666 Grozd_163
1667 Grozd_17
1668 Grozd_176
1669 Grozd_8
1670 Grozd_30
1671 Grozd_92
1672 Šum
1673 Grozd_25
1674 Grozd_121
1675 Grozd_136
1676 Grozd_71
1677 Grozd_3
1678 Grozd_130
1679 Grozd_48
1680 Grozd_47
1681 Grozd_148
1682 Grozd_26
1683 Grozd_165
1684 Grozd_99
1685 Grozd_60
1686 Grozd_46
1687 Grozd_108
1688 Grozd_76
1689 Grozd_92
1690 Grozd_7
1691 Grozd_44
1692 Grozd_115
1693 Grozd_55
1694 Grozd_41
1695 Grozd_87
1696 Grozd_41
1697 Grozd_13
1698 Grozd_77
1699 Grozd_76
1700 Šum
1701 Grozd_88
1702 Šum
1703 Grozd_104
1704 Grozd_9
1705 Grozd_142
1706 Grozd_123
1707 Grozd_75
1708 Grozd_104
1709 Grozd_82
1710 Grozd_156
1711 Grozd_83
1712 Grozd_93
1713 Šum
1714 Grozd_8
1715 Grozd_82
1716 Šum
1717 Grozd_58
1718 Grozd_176
1719 Grozd_22
1720 Grozd_36
1721 Grozd_3
1722 Grozd_26
1723 Grozd_106
1724 Grozd_104
1725 Grozd_151
1726 Grozd_14
1727 Grozd_37
1728 Grozd_26
1729 Šum
1730 Grozd_56
1731 Grozd_146
1732 Grozd_60
1733 Grozd_29
1734 Grozd_149
1735 Grozd_61
1736 Grozd_99
1737 Grozd_3
1738 Grozd_7
1739 Grozd_37
1740 Grozd_40
1741 Šum
1742 Grozd_56
1743 Grozd_107
1744 Grozd_48
1745 Grozd_56
1746 Šum
1747 Grozd_76
1748 Grozd_177
1749 Grozd_128
1750 Grozd_48
1751 Grozd_12
1752 Grozd_148
1753 Grozd_201
1754 Grozd_37
1755 Grozd_143
1756 Grozd_76
1757 Grozd_65
1758 Grozd_124
1759 Grozd_135
1760 Grozd_145
1761 Grozd_178
1762 Grozd_141
1763 Grozd_114
1764 Grozd_1
1765 Grozd_133
1766 Grozd_17
1767 Grozd_14
1768 Grozd_11
1769 Grozd_106
1770 Grozd_21
1771 Grozd_27
1772 Šum
1773 Grozd_128
1774 Šum
1775 Grozd_77
1776 Grozd_34
1777 Grozd_130
1778 Grozd_133
1779 Grozd_141
1780 Grozd_155
1781 Grozd_36
1782 Grozd_105
1783 Grozd_14
1784 Grozd_35
1785 Grozd_71
1786 Grozd_80
1787 Grozd_1
1788 Grozd_46
1789 Grozd_128
1790 Grozd_7
1791 Grozd_20
1792 Grozd_90
1793 Grozd_3
1794 Grozd_58
1795 Grozd_41
1796 Grozd_6
1797 Šum
1798 Grozd_148
1799 Grozd_148
1800 Grozd_3
1801 Šum
1802 Grozd_150
1803 Grozd_77
1804 Grozd_35
1805 Grozd_148
1806 Grozd_103
1807 Grozd_90
1808 Grozd_11
1809 Grozd_133
1810 Šum
1811 Grozd_39
1812 Grozd_145
1813 Grozd_107
1814 Grozd_87
1815 Grozd_2
1816 Grozd_66
1817 Grozd_72
1818 Grozd_179
1819 Grozd_126
1820 Grozd_37
1821 Grozd_81
1822 Šum
1823 Grozd_37
1824 Grozd_61
1825 Grozd_184
1826 Grozd_45
1827 Grozd_80
1828 Grozd_22
1829 Grozd_177
1830 Grozd_34
1831 Grozd_47
1832 Grozd_19
1833 Grozd_37
1834 Grozd_93
1835 Grozd_37
1836 Grozd_170
1837 Šum
1838 Grozd_199
1839 Grozd_146
1840 Grozd_26
1841 Grozd_37
1842 Grozd_42
1843 Grozd_169
1844 Grozd_37
1845 Šum
1846 Grozd_20
1847 Šum
1848 Grozd_9
1849 Grozd_27
1850 Grozd_119
1851 Grozd_0
1852 Grozd_47
1853 Grozd_27
1854 Grozd_116
1855 Grozd_137
1856 Grozd_26
1857 Grozd_8
1858 Grozd_89
1859 Grozd_77
1860 Grozd_79
1861 Grozd_144
1862 Grozd_154
1863 Grozd_7
1864 Grozd_7
1865 Grozd_52
1866 Grozd_165
1867 Grozd_119
1868 Grozd_65
1869 Grozd_29
1870 Grozd_55
1871 Grozd_85
1872 Grozd_139
1873 Šum
1874 Grozd_93
1875 Grozd_105
1876 Grozd_74
1877 Grozd_74
1878 Grozd_150
1879 Grozd_89
1880 Šum
1881 Grozd_7
1882 Grozd_42
1883 Grozd_99
1884 Grozd_103
1885 Grozd_39
1886 Grozd_22
1887 Grozd_90
1888 Grozd_86
1889 Grozd_27
1890 Grozd_21
1891 Grozd_43
1892 Grozd_65
1893 Grozd_27
1894 Grozd_7
1895 Grozd_119
1896 Šum
1897 Grozd_99
1898 Grozd_120
1899 Grozd_120
1900 Grozd_180
1901 Šum
1902 Grozd_34
1903 Grozd_56
1904 Grozd_17
1905 Grozd_23
1906 Grozd_23
1907 Grozd_37
1908 Grozd_127
1909 Grozd_53
1910 Grozd_164
1911 Grozd_16
1912 Grozd_37
1913 Grozd_134
1914 Grozd_99
1915 Grozd_42
1916 Grozd_36
1917 Grozd_39
1918 Grozd_47
1919 Grozd_56
1920 Grozd_150
1921 Grozd_8
1922 Grozd_152
1923 Grozd_56
1924 Šum
1925 Grozd_9
1926 Grozd_77
1927 Grozd_82
1928 Grozd_60
1929 Grozd_196
1930 Grozd_39
1931 Grozd_12
1932 Grozd_62
1933 Grozd_56
1934 Grozd_56
1935 Grozd_12
1936 Šum
1937 Grozd_136
1938 Šum
1939 Grozd_93
1940 Grozd_76
1941 Grozd_37
1942 Grozd_30
1943 Grozd_124
1944 Grozd_130
1945 Grozd_46
1946 Grozd_193
1947 Grozd_74
1948 Grozd_52
1949 Grozd_39
1950 Grozd_27
1951 Grozd_39
1952 Grozd_99
1953 Grozd_40
1954 Grozd_46
1955 Grozd_80
1956 Grozd_65
1957 Grozd_178
1958 Grozd_105
1959 Grozd_53
1960 Grozd_1
1961 Šum
1962 Grozd_36
1963 Grozd_12
1964 Grozd_22
1965 Grozd_55
1966 Grozd_130
1967 Grozd_37
1968 Grozd_114
1969 Grozd_108
1970 Grozd_90
1971 Grozd_98
1972 Grozd_73
1973 Grozd_35
1974 Grozd_117
1975 Grozd_40
1976 Šum
1977 Grozd_54
1978 Grozd_169
1979 Šum
1980 Grozd_149
1981 Grozd_37
1982 Grozd_53
1983 Grozd_53
1984 Grozd_17
1985 Šum
1986 Grozd_11
1987 Grozd_178
1988 Grozd_161
1989 Šum
1990 Grozd_128
1991 Grozd_20
1992 Grozd_37
1993 Grozd_34
1994 Grozd_112
1995 Grozd_19
1996 Šum
1997 Grozd_154
1998 Grozd_35
1999 Grozd_41
2000 Grozd_181
2001 Grozd_91
2002 Grozd_3
2003 Grozd_116
2004 Grozd_14
2005 Grozd_20
2006 Šum
2007 Grozd_104
2008 Grozd_22
2009 Šum
2010 Grozd_62
2011 Grozd_56
2012 Grozd_56
2013 Grozd_54
2014 Grozd_82
2015 Grozd_168
2016 Grozd_47
2017 Grozd_201
2018 Grozd_66
2019 Grozd_155
2020 Grozd_37
2021 Grozd_14
2022 Grozd_105
2023 Grozd_76
2024 Šum
2025 Grozd_66
2026 Grozd_69
2027 Grozd_39
2028 Grozd_3
2029 Grozd_66
2030 Grozd_17
2031 Grozd_40
2032 Grozd_182
2033 Grozd_3
2034 Šum
2035 Grozd_129
2036 Grozd_65
2037 Grozd_168
2038 Grozd_68
2039 Šum
2040 Grozd_37
2041 Grozd_202
2042 Grozd_22
2043 Grozd_54
2044 Grozd_133
2045 Grozd_29
2046 Šum
2047 Grozd_72
2048 Grozd_12
2049 Grozd_150
2050 Grozd_11
2051 Šum
2052 Šum
2053 Šum
2054 Grozd_35
2055 Grozd_178
2056 Grozd_54
2057 Grozd_54
2058 Grozd_10
2059 Grozd_37
2060 Grozd_172
2061 Grozd_91
2062 Grozd_26
2063 Grozd_96
2064 Grozd_8
2065 Grozd_65
2066 Grozd_67
2067 Grozd_89
2068 Grozd_62
2069 Grozd_130
2070 Grozd_167
2071 Grozd_17
2072 Grozd_161
2073 Grozd_73
2074 Grozd_130
2075 Grozd_80
2076 Grozd_37
2077 Grozd_69
2078 Grozd_127
2079 Grozd_69
2080 Grozd_104
2081 Grozd_61
2082 Grozd_101
2083 Grozd_140
2084 Šum
2085 Grozd_36
2086 Grozd_99
2087 Grozd_42
2088 Grozd_65
2089 Grozd_85
2090 Grozd_56
2091 Grozd_99
2092 Šum
2093 Grozd_99
2094 Grozd_120
2095 Grozd_16
2096 Šum
2097 Grozd_35
2098 Grozd_99
2099 Šum
2100 Grozd_99
2101 Grozd_53
2102 Šum
2103 Grozd_171
2104 Grozd_49
2105 Grozd_104
2106 Grozd_140
2107 Grozd_92
2108 Grozd_37
2109 Grozd_61
2110 Grozd_96
2111 Grozd_80
2112 Grozd_0
2113 Grozd_33
2114 Grozd_88
2115 Šum
2116 Grozd_37
2117 Grozd_37
2118 Grozd_99
2119 Grozd_117
2120 Šum
2121 Grozd_74
2122 Grozd_29
2123 Šum
2124 Grozd_2
2125 Grozd_90
2126 Šum
2127 Grozd_87
2128 Grozd_183
2129 Šum
2130 Grozd_164
2131 Grozd_121
2132 Grozd_184
2133 Grozd_117
2134 Šum
2135 Grozd_148
2136 Šum
2137 Grozd_56
2138 Grozd_35
2139 Šum
2140 Grozd_3
2141 Grozd_54
2142 Grozd_130
2143 Grozd_54
2144 Grozd_20
2145 Grozd_34
2146 Grozd_124
2147 Grozd_100
2148 Grozd_37
2149 Grozd_182
2150 Grozd_120
2151 Grozd_25
2152 Grozd_54
2153 Grozd_8
2154 Grozd_54
2155 Grozd_7
2156 Grozd_11
2157 Grozd_67
2158 Grozd_54
2159 Grozd_110
2160 Grozd_116
2161 Grozd_182
2162 Grozd_44
2163 Grozd_165
2164 Šum
2165 Grozd_88
2166 Grozd_185
2167 Šum
2168 Grozd_56
2169 Grozd_179
2170 Grozd_27
2171 Grozd_34
2172 Grozd_47
2173 Grozd_10
2174 Grozd_61
2175 Šum
2176 Grozd_46
2177 Grozd_76
2178 Grozd_1
2179 Grozd_13
2180 Grozd_82
2181 Grozd_82
2182 Grozd_95
2183 Grozd_83
2184 Grozd_92
2185 Grozd_151
2186 Šum
2187 Grozd_52
2188 Grozd_67
2189 Grozd_96
2190 Grozd_74
2191 Grozd_34
2192 Šum
2193 Grozd_106
2194 Grozd_104
2195 Grozd_183
2196 Šum
2197 Grozd_77
2198 Grozd_105
2199 Grozd_48
2200 Grozd_65
2201 Grozd_54
2202 Šum
2203 Grozd_29
2204 Grozd_145
2205 Grozd_172
2206 Grozd_151
2207 Grozd_130
2208 Grozd_88
2209 Grozd_6
2210 Grozd_56
2211 Grozd_5
2212 Grozd_153
2213 Grozd_27
2214 Grozd_98
2215 Šum
2216 Grozd_103
2217 Grozd_76
2218 Grozd_110
2219 Grozd_29
2220 Šum
2221 Grozd_32
2222 Grozd_148
2223 Grozd_8
2224 Grozd_31
2225 Grozd_2
2226 Grozd_133
2227 Grozd_43
2228 Grozd_148
2229 Grozd_88
2230 Grozd_145
2231 Grozd_87
2232 Grozd_25
2233 Grozd_80
2234 Grozd_37
2235 Grozd_117
2236 Grozd_3
2237 Grozd_133
2238 Grozd_135
2239 Grozd_36
2240 Grozd_47
2241 Šum
2242 Šum
2243 Grozd_56
2244 Grozd_26
2245 Šum
2246 Grozd_165
2247 Grozd_41
2248 Grozd_67
2249 Grozd_45
2250 Grozd_65
2251 Grozd_56
2252 Grozd_119
2253 Grozd_188
2254 Grozd_41
2255 Grozd_8
2256 Šum
2257 Grozd_107
2258 Grozd_99
2259 Grozd_96
2260 Grozd_176
2261 Šum
2262 Grozd_152
2263 Grozd_7
2264 Šum
2265 Šum
2266 Grozd_171
2267 Grozd_61
2268 Grozd_120
2269 Grozd_77
2270 Grozd_107
2271 Šum
2272 Šum
2273 Šum
2274 Grozd_77
2275 Šum
2276 Šum
2277 Grozd_123
2278 Grozd_68
2279 Grozd_127
2280 Grozd_21
2281 Grozd_114
2282 Grozd_178
2283 Grozd_104
2284 Grozd_61
2285 Grozd_66
2286 Grozd_115
2287 Grozd_12
2288 Grozd_189
2289 Grozd_37
2290 Grozd_3
2291 Grozd_192
2292 Grozd_138
2293 Grozd_35
2294 Grozd_77
2295 Grozd_91
2296 Grozd_148
2297 Grozd_173
2298 Šum
2299 Grozd_80
2300 Grozd_33
2301 Grozd_185
2302 Grozd_110
2303 Šum
2304 Grozd_43
2305 Grozd_54
2306 Grozd_165
2307 Grozd_53
2308 Grozd_53
2309 Šum
2310 Grozd_19
2311 Šum
2312 Šum
2313 Grozd_91
2314 Grozd_29
2315 Grozd_48
2316 Grozd_32
2317 Grozd_37
2318 Grozd_26
2319 Grozd_86
2320 Grozd_25
2321 Grozd_9
2322 Grozd_26
2323 Grozd_125
2324 Grozd_117
2325 Šum
2326 Grozd_35
2327 Grozd_7
2328 Grozd_171
2329 Grozd_26
2330 Grozd_39
2331 Grozd_7
2332 Grozd_56
2333 Grozd_3
2334 Grozd_1
2335 Grozd_71
2336 Grozd_7
2337 Grozd_56
2338 Šum
2339 Grozd_95
2340 Grozd_63
2341 Šum
2342 Grozd_125
2343 Grozd_116
2344 Grozd_116
2345 Grozd_70
2346 Šum
2347 Grozd_106
2348 Grozd_161
2349 Grozd_104
2350 Grozd_36
2351 Grozd_43
2352 Grozd_22
2353 Grozd_120
2354 Šum
2355 Grozd_60
2356 Grozd_59
2357 Grozd_189
2358 Grozd_82
2359 Grozd_9
2360 Grozd_35
2361 Grozd_115
2362 Grozd_97
2363 Grozd_38
2364 Šum
2365 Šum
2366 Šum
2367 Grozd_106
2368 Grozd_125
2369 Šum
2370 Grozd_11
2371 Grozd_126
2372 Grozd_1
2373 Grozd_119
2374 Grozd_27
2375 Grozd_186
2376 Grozd_77
2377 Grozd_138
2378 Grozd_105
2379 Grozd_107
2380 Grozd_40
2381 Grozd_4
2382 Grozd_17
2383 Grozd_48
2384 Grozd_115
2385 Grozd_36
2386 Grozd_25
2387 Grozd_61
2388 Grozd_126
2389 Grozd_82
2390 Grozd_7
2391 Grozd_82
2392 Grozd_141
2393 Grozd_74
2394 Šum
2395 Grozd_96
2396 Grozd_171
2397 Grozd_162
2398 Grozd_150
2399 Šum
2400 Grozd_98
2401 Grozd_64
2402 Grozd_96
2403 Grozd_199
2404 Šum
2405 Grozd_3
2406 Grozd_99
2407 Grozd_35
2408 Šum
2409 Grozd_37
2410 Šum
2411 Grozd_29
2412 Grozd_82
2413 Grozd_76
2414 Grozd_30
2415 Grozd_60
2416 Grozd_66
2417 Grozd_67
2418 Grozd_31
2419 Grozd_91
2420 Šum
2421 Grozd_7
2422 Grozd_92
2423 Grozd_133
2424 Šum
2425 Grozd_37
2426 Grozd_166
2427 Grozd_31
2428 Grozd_88
2429 Šum
2430 Grozd_168
2431 Šum
2432 Grozd_148
2433 Grozd_135
2434 Grozd_35
2435 Grozd_41
2436 Grozd_10
2437 Grozd_8
2438 Grozd_34
2439 Grozd_182
2440 Grozd_82
2441 Grozd_77
2442 Grozd_187
2443 Grozd_8
2444 Grozd_7
2445 Grozd_173
2446 Grozd_34
2447 Grozd_166
2448 Grozd_177
2449 Grozd_82
2450 Grozd_8
2451 Grozd_82
2452 Grozd_11
2453 Grozd_65
2454 Grozd_34
2455 Grozd_22
2456 Grozd_34
2457 Grozd_22
2458 Grozd_46
2459 Šum
2460 Grozd_7
2461 Grozd_54
2462 Grozd_78
2463 Grozd_10
2464 Grozd_38
2465 Šum
2466 Grozd_188
2467 Šum
2468 Grozd_47
2469 Grozd_127
2470 Grozd_80
2471 Grozd_128
2472 Grozd_103
2473 Grozd_76
2474 Šum
2475 Grozd_54
2476 Grozd_28
2477 Grozd_11
2478 Grozd_71
2479 Grozd_26
2480 Grozd_85
2481 Grozd_80
2482 Grozd_1
2483 Grozd_61
2484 Grozd_66
2485 Grozd_64
2486 Grozd_126
2487 Grozd_178
2488 Grozd_119
2489 Grozd_145
2490 Grozd_1
2491 Grozd_3
2492 Grozd_145
2493 Grozd_98
2494 Grozd_48
2495 Grozd_165
2496 Grozd_92
2497 Grozd_80
2498 Grozd_189
2499 Grozd_104
2500 Grozd_58
2501 Grozd_7
2502 Grozd_34
2503 Grozd_61
2504 Šum
2505 Šum
2506 Grozd_146
2507 Grozd_7
2508 Grozd_29
2509 Grozd_162
2510 Šum
2511 Grozd_70
2512 Grozd_104
2513 Grozd_80
2514 Grozd_74
2515 Grozd_61
2516 Grozd_61
2517 Grozd_90
2518 Grozd_82
2519 Šum
2520 Šum
2521 Grozd_26
2522 Grozd_191
2523 Šum
2524 Grozd_54
2525 Šum
2526 Grozd_26
2527 Grozd_22
2528 Grozd_12
2529 Grozd_100
2530 Grozd_2
2531 Grozd_48
2532 Grozd_34
2533 Grozd_46
2534 Grozd_65
2535 Grozd_79
2536 Grozd_180
2537 Grozd_11
2538 Grozd_40
2539 Grozd_167
2540 Šum
2541 Grozd_88
2542 Šum
2543 Grozd_14
2544 Grozd_76
2545 Grozd_76
2546 Grozd_48
2547 Grozd_28
2548 Grozd_36
2549 Grozd_27
2550 Grozd_55
2551 Šum
2552 Grozd_77
2553 Grozd_66
2554 Šum
2555 Grozd_182
2556 Grozd_7
2557 Grozd_4
2558 Grozd_136
2559 Grozd_61
2560 Grozd_54
2561 Grozd_9
2562 Grozd_104
2563 Šum
2564 Šum
2565 Šum
2566 Grozd_101
2567 Grozd_21
2568 Šum
2569 Grozd_96
2570 Šum
2571 Grozd_61
2572 Šum
2573 Grozd_40
2574 Grozd_119
2575 Šum
2576 Grozd_106
2577 Grozd_68
2578 Grozd_106
2579 Grozd_106
2580 Grozd_27
2581 Grozd_8
2582 Grozd_48
2583 Grozd_74
2584 Grozd_55
2585 Grozd_131
2586 Grozd_94
2587 Grozd_36
2588 Grozd_105
2589 Grozd_144
2590 Grozd_135
2591 Grozd_83
2592 Grozd_172
2593 Šum
2594 Šum
2595 Grozd_82
2596 Grozd_114
2597 Grozd_35
2598 Grozd_27
2599 Grozd_37
2600 Šum
2601 Grozd_7
2602 Grozd_40
2603 Grozd_130
2604 Grozd_65
2605 Grozd_92
2606 Grozd_84
2607 Grozd_141
2608 Grozd_141
2609 Grozd_142
2610 Grozd_82
2611 Šum
2612 Šum
2613 Grozd_82
2614 Grozd_26
2615 Grozd_141
2616 Grozd_29
2617 Šum
2618 Grozd_74
2619 Grozd_100
2620 Grozd_74
2621 Grozd_135
2622 Grozd_54
2623 Grozd_93
2624 Grozd_102
2625 Grozd_169
2626 Šum
2627 Grozd_58
2628 Grozd_39
2629 Grozd_76
2630 Grozd_143
2631 Grozd_22
2632 Grozd_7
2633 Grozd_136
2634 Grozd_55
2635 Grozd_67
2636 Grozd_177
2637 Grozd_35
2638 Grozd_29
2639 Grozd_59
2640 Grozd_40
2641 Grozd_25
2642 Grozd_130
2643 Grozd_148
2644 Grozd_190
2645 Grozd_98
2646 Grozd_10
2647 Grozd_159
2648 Grozd_114
2649 Grozd_74
2650 Grozd_39
2651 Grozd_20
2652 Grozd_130
2653 Grozd_22
2654 Grozd_193
2655 Grozd_99
2656 Grozd_34
2657 Grozd_141
2658 Grozd_77
2659 Grozd_92
2660 Grozd_20
2661 Grozd_32
2662 Grozd_60
2663 Grozd_166
2664 Šum
2665 Grozd_37
2666 Grozd_143
2667 Grozd_116
2668 Grozd_116
2669 Grozd_65
2670 Grozd_54
2671 Grozd_40
2672 Grozd_44
2673 Grozd_106
2674 Grozd_41
2675 Šum
2676 Grozd_161
2677 Grozd_34
2678 Grozd_124
2679 Šum
2680 Grozd_8
2681 Grozd_7
2682 Grozd_46
2683 Grozd_31
2684 Grozd_88
2685 Grozd_11
2686 Grozd_29
2687 Grozd_14
2688 Grozd_178
2689 Grozd_3
2690 Grozd_117
2691 Grozd_35
2692 Grozd_166
2693 Grozd_169
2694 Grozd_194
2695 Grozd_130
2696 Grozd_34
2697 Grozd_47
2698 Grozd_37
2699 Grozd_26
2700 Grozd_117
2701 Grozd_29
2702 Grozd_20
2703 Grozd_85
2704 Grozd_125
2705 Šum
2706 Grozd_99
2707 Grozd_103
2708 Grozd_146
2709 Grozd_31
2710 Grozd_25
2711 Grozd_79
2712 Grozd_106
2713 Grozd_145
2714 Grozd_48
2715 Grozd_39
2716 Grozd_172
2717 Grozd_80
2718 Grozd_154
2719 Grozd_141
2720 Grozd_102
2721 Grozd_115
2722 Grozd_42
2723 Grozd_7
2724 Grozd_80
2725 Grozd_74
2726 Grozd_54
2727 Grozd_46
2728 Grozd_88
2729 Grozd_39
2730 Šum
2731 Grozd_177
2732 Grozd_74
2733 Grozd_69
2734 Grozd_61
2735 Grozd_54
2736 Grozd_1
2737 Grozd_74
2738 Grozd_42
2739 Grozd_35
2740 Grozd_141
2741 Grozd_54
2742 Grozd_181
2743 Grozd_34
2744 Grozd_11
2745 Grozd_8
2746 Grozd_56
2747 Šum
2748 Grozd_25
2749 Grozd_66
2750 Grozd_7
2751 Grozd_8
2752 Grozd_35
2753 Grozd_18
2754 Šum
2755 Grozd_37
2756 Grozd_67
2757 Grozd_65
2758 Grozd_65
2759 Grozd_61
2760 Grozd_7
2761 Grozd_27
2762 Grozd_130
2763 Grozd_7
2764 Grozd_89
2765 Grozd_34
2766 Grozd_100
2767 Grozd_147
2768 Grozd_11
2769 Grozd_88
2770 Grozd_29
2771 Grozd_175
2772 Grozd_162
2773 Grozd_9
2774 Grozd_70
2775 Grozd_171
2776 Grozd_70
2777 Grozd_18
2778 Grozd_24
2779 Grozd_66
2780 Grozd_41
2781 Grozd_105
2782 Grozd_11
2783 Grozd_9
2784 Grozd_115
2785 Grozd_116
2786 Grozd_48
2787 Grozd_34
2788 Grozd_140
2789 Grozd_141
2790 Grozd_55
2791 Grozd_49
2792 Grozd_105
2793 Grozd_79
2794 Grozd_65
2795 Grozd_82
2796 Grozd_86
2797 Grozd_37
2798 Grozd_60
2799 Grozd_11
2800 Grozd_88
2801 Šum
2802 Šum
2803 Šum
2804 Grozd_171
2805 Grozd_17
2806 Grozd_148
2807 Grozd_169
2808 Grozd_88
2809 Grozd_18
2810 Grozd_174
2811 Grozd_100
2812 Grozd_116
2813 Šum
2814 Grozd_35
2815 Grozd_65
2816 Grozd_91
2817 Grozd_11
2818 Grozd_165
2819 Grozd_88
2820 Grozd_92
2821 Grozd_33
2822 Šum
2823 Grozd_88
2824 Grozd_164
2825 Šum
2826 Grozd_20
2827 Grozd_178
2828 Grozd_133
2829 Grozd_25
2830 Šum
2831 Grozd_32
2832 Grozd_100
2833 Grozd_7
2834 Grozd_133
2835 Grozd_24
2836 Grozd_173
2837 Šum
2838 Grozd_117
2839 Šum
2840 Grozd_26
2841 Grozd_7
2842 Grozd_90
2843 Grozd_37
2844 Grozd_90
2845 Šum
2846 Šum
2847 Grozd_113
2848 Šum
2849 Grozd_202
2850 Grozd_65
2851 Grozd_186
2852 Grozd_67
2853 Grozd_105
2854 Grozd_1
2855 Grozd_69
2856 Šum
2857 Šum
2858 Grozd_76
2859 Grozd_188
2860 Grozd_48
2861 Grozd_29
2862 Grozd_99
2863 Grozd_47
2864 Grozd_32
2865 Grozd_112
2866 Grozd_39
2867 Grozd_54
2868 Grozd_136
2869 Šum
2870 Grozd_171
2871 Grozd_128
2872 Grozd_189
2873 Grozd_80
2874 Grozd_2
2875 Grozd_40
2876 Grozd_57
2877 Grozd_41
2878 Šum
2879 Grozd_18
2880 Grozd_48
2881 Grozd_102
2882 Grozd_7
2883 Grozd_57
2884 Šum
2885 Grozd_62
2886 Grozd_86
2887 Grozd_70
2888 Grozd_77
2889 Grozd_31
2890 Šum
2891 Grozd_92
2892 Grozd_165
2893 Grozd_123
2894 Šum
2895 Šum
2896 Grozd_130
2897 Grozd_192
2898 Grozd_73
2899 Grozd_67
2900 Šum
2901 Grozd_36
2902 Grozd_120
2903 Grozd_98
2904 Grozd_174
2905 Šum
2906 Grozd_85
2907 Šum
2908 Grozd_80
2909 Grozd_61
2910 Grozd_118
2911 Grozd_10
2912 Grozd_47
2913 Grozd_35
2914 Šum
2915 Grozd_89
2916 Grozd_105
2917 Grozd_100
2918 Grozd_54
2919 Grozd_169
2920 Grozd_184
2921 Grozd_70
2922 Grozd_67
2923 Grozd_90
2924 Grozd_12
2925 Šum
2926 Grozd_14
2927 Grozd_88
2928 Grozd_37
2929 Grozd_104
2930 Grozd_82
2931 Grozd_90
2932 Grozd_185
2933 Grozd_35
2934 Grozd_110
2935 Grozd_149
2936 Grozd_37
2937 Grozd_184
2938 Grozd_189
2939 Grozd_90
2940 Grozd_37
2941 Grozd_130
2942 Grozd_40
2943 Grozd_119
2944 Grozd_82
2945 Grozd_36
2946 Grozd_190
2947 Grozd_36
2948 Grozd_98
2949 Grozd_77
2950 Grozd_145
2951 Grozd_200
2952 Grozd_65
2953 Grozd_171
2954 Grozd_82
2955 Grozd_46
2956 Grozd_34
2957 Grozd_88
2958 Grozd_54
2959 Grozd_63
2960 Grozd_106
2961 Grozd_74
2962 Grozd_12
2963 Grozd_82
2964 Grozd_174
2965 Grozd_37
2966 Grozd_30
2967 Grozd_29
2968 Šum
2969 Šum
2970 Grozd_65
2971 Grozd_46
2972 Grozd_149
2973 Grozd_134
2974 Grozd_90
2975 Grozd_149
2976 Grozd_39
2977 Grozd_76
2978 Grozd_65
2979 Grozd_64
2980 Grozd_9
2981 Grozd_8
2982 Grozd_144
2983 Grozd_80
2984 Grozd_77
2985 Grozd_148
2986 Grozd_39
2987 Grozd_121
2988 Grozd_87
2989 Šum
